transaction_id,product_id,quantity_change,type,timestamp,running_stock
TXN-020444,63-918-8253,-3,SALE,2025-12-02 13:23:20,93
TXN-014173,42-495-7698,-1,SALE,2025-12-02 13:24:20,34
TXN-011035,72-404-5581,-1,SALE,2025-12-02 13:25:20,101
TXN-001100,70-854-6891,-1,SALE,2025-12-02 13:26:20,151
TXN-008782,40-997-2786,-4,SALE,2025-12-02 13:26:20,115
TXN-000035,71-594-6552,-1,SALE,2025-12-02 13:28:20,97
TXN-000211,75-094-1179,-2,SALE,2025-12-02 13:28:20,88
TXN-008119,93-966-7754,-1,SALE,2025-12-02 13:29:20,81
TXN-012070,14-489-8669,-1,SALE,2025-12-02 13:29:20,121
TXN-000704,04-240-2226,-4,SALE,2025-12-02 13:31:20,80
TXN-015933,70-542-4269,-8,SALE,2025-12-02 13:33:20,97
TXN-017660,79-569-8856,-2,SALE,2025-12-02 13:33:20,156
TXN-018909,76-027-4850,-1,SALE,2025-12-02 13:34:20,54
TXN-004569,30-832-5429,-1,SALE,2025-12-02 13:38:20,95
TXN-013556,61-582-7399,-5,SALE,2025-12-02 13:38:20,142
TXN-007347,82-380-5378,-4,SALE,2025-12-02 13:42:20,113
TXN-012879,15-169-8058,-5,SALE,2025-12-02 13:43:20,139
TXN-001304,27-635-8394,-1,SALE,2025-12-02 13:45:20,127
TXN-019767,22-760-4605,-3,SALE,2025-12-02 13:47:20,138
TXN-008163,34-110-1040,-2,SALE,2025-12-02 13:49:20,90
TXN-008025,85-207-4164,-2,SALE,2025-12-02 13:50:20,116
TXN-022195,22-778-3553,-3,SALE,2025-12-02 13:50:20,99
TXN-009176,09-622-7119,-8,SALE,2025-12-02 13:51:20,119
TXN-011140,62-100-2245,-2,SALE,2025-12-02 13:51:20,129
TXN-014608,26-629-5920,-4,SALE,2025-12-02 13:51:20,123
TXN-020494,52-402-9245,-2,SALE,2025-12-02 13:51:20,159
TXN-021569,13-900-9016,-1,SALE,2025-12-02 13:51:20,112
TXN-004614,73-118-1117,-2,SALE,2025-12-02 13:54:20,150
TXN-006461,16-380-0753,-2,SALE,2025-12-02 13:54:20,59
TXN-007323,81-578-7404,-4,SALE,2025-12-02 13:54:20,101
TXN-011012,88-401-3700,-1,SALE,2025-12-02 13:55:20,102
TXN-019902,11-891-8213,-3,SALE,2025-12-02 13:56:20,70
TXN-011726,33-507-9886,-2,SALE,2025-12-02 13:59:20,80
TXN-014408,93-772-3085,-2,SALE,2025-12-02 13:59:20,73
TXN-018732,39-810-2042,-3,SALE,2025-12-02 14:00:20,115
TXN-005362,32-933-0329,-4,SALE,2025-12-02 14:01:20,47
TXN-001120,46-520-1819,-3,SALE,2025-12-02 14:02:20,75
TXN-012297,97-300-7511,-8,SALE,2025-12-02 14:03:20,78
TXN-005881,74-711-7160,-3,SALE,2025-12-02 14:04:20,113
TXN-006356,00-119-8780,-3,SALE,2025-12-02 14:08:20,145
TXN-006637,00-440-9568,-3,SALE,2025-12-02 14:09:20,111
TXN-000318,55-936-2406,-2,SALE,2025-12-02 14:10:20,174
TXN-009855,88-951-9038,-1,SALE,2025-12-02 14:10:20,90
TXN-016465,08-637-9335,-2,SALE,2025-12-02 14:10:20,118
TXN-016839,64-119-7804,-5,SALE,2025-12-02 14:11:20,157
TXN-004389,63-822-5278,-7,SALE,2025-12-02 14:13:20,75
TXN-019943,89-624-7462,-3,SALE,2025-12-02 14:13:20,54
TXN-015389,31-803-5001,-2,SALE,2025-12-02 14:14:20,92
TXN-022067,84-327-7787,-1,ADJUSTMENT,2025-12-02 14:14:20,142
TXN-003480,48-957-6116,-1,SALE,2025-12-02 14:15:20,60
TXN-004766,62-777-6010,-3,SALE,2025-12-02 14:17:20,110
TXN-011475,06-858-5680,-1,SALE,2025-12-02 14:17:20,60
TXN-010892,51-583-6029,-6,SALE,2025-12-02 14:18:20,83
TXN-012167,53-151-5726,-3,SALE,2025-12-02 14:21:20,55
TXN-015022,45-380-4627,-1,SALE,2025-12-02 14:21:20,124
TXN-007867,03-919-9890,-2,SALE,2025-12-02 14:22:20,94
TXN-019878,84-546-7624,1,ADJUSTMENT,2025-12-02 14:22:20,58
TXN-007892,94-525-6925,-2,SALE,2025-12-02 14:23:20,83
TXN-009465,35-836-6718,-2,SALE,2025-12-02 14:24:20,127
TXN-000361,48-414-6162,-4,SALE,2025-12-02 14:25:20,87
TXN-010258,35-529-2933,-1,SALE,2025-12-02 14:25:20,150
TXN-008593,57-359-3397,-8,SALE,2025-12-02 14:27:20,95
TXN-010479,27-681-5588,-5,SALE,2025-12-02 14:29:20,139
TXN-017152,65-854-9364,-5,SALE,2025-12-02 14:29:20,76
TXN-022272,55-680-0982,-2,SALE,2025-12-02 14:29:20,83
TXN-012927,75-672-4378,-2,SALE,2025-12-02 14:31:20,88
TXN-003390,23-070-2433,1,ADJUSTMENT,2025-12-02 14:32:20,126
TXN-007200,56-635-6764,-6,SALE,2025-12-02 14:32:20,57
TXN-018826,62-998-7250,-1,SALE,2025-12-02 14:32:20,112
TXN-021710,14-836-2894,-1,SALE,2025-12-02 14:35:20,168
TXN-004251,14-681-7035,-3,SALE,2025-12-02 14:40:20,110
TXN-010783,71-436-5841,-3,SALE,2025-12-02 14:40:20,116
TXN-001798,12-239-9399,-1,SALE,2025-12-02 14:41:20,44
TXN-009273,71-074-6292,-7,SALE,2025-12-02 14:41:20,122
TXN-003331,81-605-6246,-1,SALE,2025-12-02 14:44:20,87
TXN-003606,49-861-7823,-2,SALE,2025-12-02 14:46:20,124
TXN-004496,51-462-0747,-2,SALE,2025-12-02 14:47:20,48
TXN-009409,60-456-8169,-4,SALE,2025-12-02 14:47:20,68
TXN-006394,56-668-5370,-3,ADJUSTMENT,2025-12-02 14:50:20,143
TXN-011273,74-430-8245,-7,SALE,2025-12-02 14:50:20,123
TXN-012023,79-428-8753,-1,SALE,2025-12-02 14:52:20,81
TXN-004750,65-282-0419,-2,SALE,2025-12-02 14:53:20,163
TXN-020913,63-897-8088,-2,SALE,2025-12-02 14:55:20,82
TXN-001495,20-225-3930,-9,SALE,2025-12-02 14:56:20,154
TXN-006768,42-879-9478,-4,ADJUSTMENT,2025-12-02 14:56:20,157
TXN-018746,55-164-7723,-3,SALE,2025-12-02 14:57:20,130
TXN-010287,83-321-7887,-6,SALE,2025-12-02 14:59:20,100
TXN-014656,93-571-7294,-2,SALE,2025-12-02 14:59:20,133
TXN-019915,03-597-9488,-3,SALE,2025-12-02 14:59:20,104
TXN-013966,48-289-0604,-1,SALE,2025-12-02 15:01:20,108
TXN-002784,44-552-3909,-2,SALE,2025-12-02 15:04:20,65
TXN-021994,38-390-2115,-4,SALE,2025-12-02 15:04:20,70
TXN-018968,40-126-0515,-8,SALE,2025-12-02 15:05:20,123
TXN-005009,79-400-6216,-4,SALE,2025-12-02 15:07:20,50
TXN-005882,74-711-7160,-1,ADJUSTMENT,2025-12-02 15:07:20,112
TXN-017833,05-425-0746,-3,SALE,2025-12-02 15:08:20,70
TXN-001995,26-177-5690,-3,SALE,2025-12-02 15:09:20,125
TXN-017500,68-977-6854,-4,SALE,2025-12-02 15:10:20,129
TXN-009108,20-325-1965,-2,SALE,2025-12-02 15:12:20,77
TXN-012866,43-469-7551,-1,ADJUSTMENT,2025-12-02 15:12:20,68
TXN-014052,36-330-5036,-3,SALE,2025-12-02 15:12:20,102
TXN-007603,22-319-1377,-2,SALE,2025-12-02 15:13:20,47
TXN-013800,82-948-2298,-3,SALE,2025-12-02 15:14:20,166
TXN-010735,41-237-5498,-5,SALE,2025-12-02 15:15:20,122
TXN-015756,05-720-8792,-2,ADJUSTMENT,2025-12-02 15:15:20,134
TXN-020595,44-128-2185,-5,SALE,2025-12-02 15:15:20,135
TXN-004594,38-822-8005,-4,SALE,2025-12-02 15:19:20,80
TXN-017289,80-039-1261,-7,SALE,2025-12-02 15:19:20,64
TXN-016804,31-255-9616,-2,SALE,2025-12-02 15:22:20,109
TXN-005588,59-075-2457,-2,SALE,2025-12-02 15:23:20,117
TXN-011783,06-503-5891,-3,ADJUSTMENT,2025-12-02 15:23:20,77
TXN-021030,46-083-7058,-2,SALE,2025-12-02 15:23:20,127
TXN-022494,31-745-6850,-1,SALE,2025-12-02 15:24:20,163
TXN-004004,58-182-6781,-6,SALE,2025-12-02 15:25:20,74
TXN-011919,49-730-0159,-4,SALE,2025-12-02 15:25:20,113
TXN-002089,82-395-5070,-5,SALE,2025-12-02 15:26:20,107
TXN-010527,26-134-9069,-7,SALE,2025-12-02 15:27:20,70
TXN-004102,83-704-6367,-2,SALE,2025-12-02 15:29:20,72
TXN-016225,37-064-7275,4,ADJUSTMENT,2025-12-02 15:31:20,74
TXN-005465,60-632-8752,-4,SALE,2025-12-02 15:35:20,115
TXN-003510,83-917-7384,-2,SALE,2025-12-02 15:36:20,112
TXN-004814,67-027-7269,-3,SALE,2025-12-02 15:36:20,85
TXN-019736,37-248-6266,-1,SALE,2025-12-02 15:37:20,126
TXN-020038,40-913-9772,-3,SALE,2025-12-02 15:37:20,78
TXN-002061,89-543-3456,-2,SALE,2025-12-02 15:38:20,73
TXN-019081,99-048-8310,-1,SALE,2025-12-02 15:39:20,91
TXN-000619,16-499-5059,-6,SALE,2025-12-02 15:40:20,115
TXN-005142,48-461-3742,-1,SALE,2025-12-02 15:40:20,68
TXN-011195,33-440-2588,-6,SALE,2025-12-02 15:40:20,69
TXN-016672,24-989-3302,-2,SALE,2025-12-02 15:40:20,119
TXN-020166,44-368-7112,-1,SALE,2025-12-02 15:40:20,53
TXN-010398,76-264-0748,-3,SALE,2025-12-02 15:44:20,73
TXN-010451,21-993-5632,-1,SALE,2025-12-02 15:45:20,65
TXN-004275,96-503-7712,-5,SALE,2025-12-02 15:47:20,128
TXN-019705,15-797-4824,-3,SALE,2025-12-02 15:47:20,56
TXN-021110,24-571-1080,-2,SALE,2025-12-02 15:48:20,75
TXN-001649,65-464-5070,-2,SALE,2025-12-02 15:49:20,94
TXN-022135,63-936-0145,-1,SALE,2025-12-02 15:49:20,61
TXN-013864,74-132-5528,-3,SALE,2025-12-02 15:51:20,96
TXN-002579,87-698-0944,-1,SALE,2025-12-02 15:53:20,83
TXN-016703,46-415-8633,-8,SALE,2025-12-02 15:55:20,114
TXN-011686,33-807-7247,-4,SALE,2025-12-02 15:57:20,89
TXN-006330,57-861-4379,-2,SALE,2025-12-02 15:58:20,168
TXN-013444,80-658-6456,-2,SALE,2025-12-02 16:00:20,98
TXN-000564,79-741-0770,-2,SALE,2025-12-02 16:01:20,144
TXN-000774,54-109-8062,-2,SALE,2025-12-02 16:01:20,110
TXN-003414,27-262-2437,-3,SALE,2025-12-02 16:02:20,102
TXN-004067,18-199-5799,-2,SALE,2025-12-02 16:02:20,63
TXN-013697,91-417-0366,-3,SALE,2025-12-02 16:02:20,148
TXN-018283,85-781-5386,-4,SALE,2025-12-02 16:03:20,104
TXN-005363,32-933-0329,-4,ADJUSTMENT,2025-12-02 16:04:20,43
TXN-016946,27-459-0724,-1,SALE,2025-12-02 16:04:20,112
TXN-018327,28-986-8001,-3,SALE,2025-12-02 16:06:20,119
TXN-007144,05-193-8096,-2,SALE,2025-12-02 16:07:20,109
TXN-004341,18-278-2383,-3,SALE,2025-12-02 16:08:20,120
TXN-011545,34-291-4939,-7,SALE,2025-12-02 16:10:20,87
TXN-017326,48-427-0551,-3,SALE,2025-12-02 16:10:20,56
TXN-005219,44-476-0390,-2,SALE,2025-12-02 16:13:20,132
TXN-012370,80-459-5950,-2,SALE,2025-12-02 16:13:20,166
TXN-016347,47-221-3391,-3,SALE,2025-12-02 16:13:20,108
TXN-008832,13-980-8804,2,ADJUSTMENT,2025-12-02 16:14:20,159
TXN-000239,11-073-0189,-3,SALE,2025-12-02 16:15:20,141
TXN-003690,30-429-2162,3,ADJUSTMENT,2025-12-02 16:15:20,108
TXN-003741,67-473-7093,-1,SALE,2025-12-02 16:15:20,88
TXN-003867,12-998-3882,-6,SALE,2025-12-02 16:15:20,118
TXN-019464,71-015-9181,-2,SALE,2025-12-02 16:15:20,44
TXN-015755,05-720-8792,-5,SALE,2025-12-02 16:16:20,136
TXN-016440,36-679-4670,-8,SALE,2025-12-02 16:17:20,135
TXN-019139,98-546-7398,-3,SALE,2025-12-02 16:17:20,100
TXN-020703,58-005-5343,-3,SALE,2025-12-02 16:17:20,166
TXN-011994,20-405-4865,-2,SALE,2025-12-02 16:18:20,43
TXN-017501,68-977-6854,-1,ADJUSTMENT,2025-12-02 16:18:20,128
TXN-016319,07-679-1199,-4,SALE,2025-12-02 16:19:20,109
TXN-003894,31-746-4951,-2,SALE,2025-12-02 16:20:20,92
TXN-017899,92-362-3567,-8,SALE,2025-12-02 16:20:20,55
TXN-007562,17-002-4721,-6,SALE,2025-12-02 16:21:20,71
TXN-011080,15-796-3130,-3,SALE,2025-12-02 16:21:20,105
TXN-019271,24-478-8277,-3,SALE,2025-12-02 16:21:20,59
TXN-005069,57-562-2358,-9,SALE,2025-12-02 16:22:20,110
TXN-013399,74-642-2435,-3,SALE,2025-12-02 16:22:20,112
TXN-011752,40-003-7322,-1,SALE,2025-12-02 16:23:20,44
TXN-022417,53-805-9523,-3,SALE,2025-12-02 16:23:20,62
TXN-012839,76-476-9996,-2,SALE,2025-12-02 16:24:20,141
TXN-017128,44-637-5512,-1,SALE,2025-12-02 16:25:20,97
TXN-002653,97-772-2336,-2,SALE,2025-12-02 16:26:20,90
TXN-012086,46-632-8420,-8,SALE,2025-12-02 16:26:20,156
TXN-012865,43-469-7551,-1,SALE,2025-12-02 16:27:20,69
TXN-018854,38-617-7226,-1,SALE,2025-12-02 16:28:20,95
TXN-019970,89-335-0155,-4,SALE,2025-12-02 16:28:20,80
TXN-000822,26-161-6692,-4,SALE,2025-12-02 16:29:20,113
TXN-003037,14-521-4167,-3,SALE,2025-12-02 16:29:20,76
TXN-015648,28-185-7303,-1,SALE,2025-12-02 16:29:20,99
TXN-008381,83-625-3618,-3,SALE,2025-12-02 16:30:20,121
TXN-012257,36-127-4273,-4,SALE,2025-12-02 16:31:20,104
TXN-013333,10-137-9759,-4,SALE,2025-12-02 16:31:20,148
TXN-021204,83-400-9746,-5,SALE,2025-12-02 16:31:20,62
TXN-018556,47-221-2470,-2,SALE,2025-12-02 16:34:20,85
TXN-004362,20-054-3716,-7,SALE,2025-12-02 16:37:20,69
TXN-000383,76-854-0095,-1,SALE,2025-12-02 16:38:20,88
TXN-009064,27-757-4489,-5,SALE,2025-12-02 16:38:20,98
TXN-018368,27-495-1912,-8,SALE,2025-12-02 16:40:20,70
TXN-000090,71-516-1996,1,ADJUSTMENT,2025-12-02 16:42:20,161
TXN-017747,17-265-1899,-5,SALE,2025-12-02 16:43:20,143
TXN-017778,13-888-0149,-3,SALE,2025-12-02 16:45:20,94
TXN-016604,84-624-0201,-1,SALE,2025-12-02 16:47:20,102
TXN-019574,50-772-2613,-6,SALE,2025-12-02 16:47:20,146
TXN-004450,70-587-1204,-3,SALE,2025-12-02 16:48:20,101
TXN-017171,60-747-8704,-5,SALE,2025-12-02 16:48:20,130
TXN-010338,21-633-8696,-8,SALE,2025-12-02 16:49:20,117
TXN-019023,13-673-7016,2,ADJUSTMENT,2025-12-02 16:52:20,75
TXN-012672,29-135-0791,-6,SALE,2025-12-02 16:53:20,93
TXN-013995,06-068-6793,-2,SALE,2025-12-02 16:54:20,134
TXN-019300,91-290-9062,-4,SALE,2025-12-02 16:54:20,76
TXN-018880,00-366-9496,-1,SALE,2025-12-02 16:56:20,70
TXN-017198,85-835-3445,-1,SALE,2025-12-02 16:58:20,106
TXN-015492,20-387-7746,-1,ADJUSTMENT,2025-12-02 16:59:20,140
TXN-016188,92-837-8839,-6,SALE,2025-12-02 16:59:20,73
TXN-011840,50-942-2409,-4,SALE,2025-12-02 17:00:20,128
TXN-008709,04-758-0410,-4,SALE,2025-12-02 17:01:20,59
TXN-007792,29-823-6004,-2,SALE,2025-12-02 17:02:20,70
TXN-010864,74-562-7431,-1,SALE,2025-12-02 17:02:20,140
TXN-006432,41-538-3129,-1,SALE,2025-12-02 17:04:20,115
TXN-002560,61-827-4098,-3,SALE,2025-12-02 17:06:20,76
TXN-013533,76-070-1411,-6,SALE,2025-12-02 17:07:20,141
TXN-016145,49-377-9731,-3,SALE,2025-12-02 17:07:20,56
TXN-017060,57-101-0060,-2,SALE,2025-12-02 17:07:20,86
TXN-018664,82-931-7126,-2,SALE,2025-12-02 17:08:20,55
TXN-005643,29-017-6255,-2,SALE,2025-12-02 17:09:20,102
TXN-019800,44-634-8292,-1,SALE,2025-12-02 17:09:20,98
TXN-020767,46-496-2930,-5,SALE,2025-12-02 17:09:20,115
TXN-021294,79-494-2472,-1,SALE,2025-12-02 17:09:20,68
TXN-013741,36-899-5324,-3,SALE,2025-12-02 17:12:20,130
TXN-001710,88-746-9468,-4,SALE,2025-12-02 17:13:20,77
TXN-011013,88-401-3700,-5,ADJUSTMENT,2025-12-02 17:13:20,97
TXN-016725,73-117-6105,-3,SALE,2025-12-02 17:14:20,105
TXN-019465,71-015-9181,-4,ADJUSTMENT,2025-12-02 17:15:20,40
TXN-019543,79-884-8810,-4,SALE,2025-12-02 17:15:20,68
TXN-007245,65-759-3721,-2,SALE,2025-12-02 17:16:20,109
TXN-011486,71-954-4501,-1,SALE,2025-12-02 17:18:20,90
TXN-020386,25-522-6043,-7,SALE,2025-12-02 17:20:20,127
TXN-003022,87-791-5803,-1,SALE,2025-12-02 17:22:20,57
TXN-011573,35-621-2546,-3,SALE,2025-12-02 17:23:20,141
TXN-018721,36-531-4087,-2,SALE,2025-12-02 17:23:20,106
TXN-003142,51-459-5630,-2,SALE,2025-12-02 17:24:20,67
TXN-004721,08-703-1382,-3,SALE,2025-12-02 17:25:20,89
TXN-021682,56-937-8675,3,ADJUSTMENT,2025-12-02 17:25:20,99
TXN-011423,22-329-7791,-1,SALE,2025-12-02 17:33:20,66
TXN-015730,56-657-4387,-2,SALE,2025-12-02 17:37:20,92
TXN-021842,13-962-6263,-7,SALE,2025-12-02 17:37:20,98
TXN-021378,96-961-2193,-1,SALE,2025-12-02 17:38:20,75
TXN-006217,30-591-7275,-4,SALE,2025-12-02 17:39:20,96
TXN-009014,98-445-7372,-5,SALE,2025-12-02 17:42:20,104
TXN-000981,63-270-7076,-2,SALE,2025-12-02 17:43:20,77
TXN-009241,30-996-2526,-1,SALE,2025-12-02 17:43:20,139
TXN-004328,84-198-7276,-9,SALE,2025-12-02 17:45:20,129
TXN-012957,66-806-6051,-4,SALE,2025-12-02 17:45:20,98
TXN-008246,12-439-8428,-4,SALE,2025-12-02 17:46:20,50
TXN-002272,60-343-7973,-4,SALE,2025-12-02 17:47:20,104
TXN-018247,49-570-8214,-2,SALE,2025-12-02 17:47:20,122
TXN-005731,76-540-6407,-4,SALE,2025-12-02 17:49:20,134
TXN-019327,44-546-5713,-1,SALE,2025-12-02 17:49:20,105
TXN-019877,84-546-7624,-1,SALE,2025-12-02 17:51:20,57
TXN-020311,06-655-5498,-5,SALE,2025-12-02 17:51:20,105
TXN-021228,24-579-6500,-3,SALE,2025-12-02 17:53:20,156
TXN-006007,10-034-7654,0,ADJUSTMENT,2025-12-02 17:54:20,182
TXN-008804,91-553-1774,-6,SALE,2025-12-02 17:54:20,116
TXN-000954,43-693-2092,-1,SALE,2025-12-02 17:55:20,144
TXN-014585,35-031-1497,-1,SALE,2025-12-02 17:55:20,72
TXN-021472,21-650-9319,-2,SALE,2025-12-02 17:56:20,170
TXN-004413,01-439-6231,-2,SALE,2025-12-02 17:58:20,105
TXN-020732,67-382-4435,-3,SALE,2025-12-02 17:58:20,123
TXN-003579,53-680-5293,-1,SALE,2025-12-02 17:59:20,136
TXN-013769,22-266-9291,-1,SALE,2025-12-02 18:00:20,68
TXN-014379,53-667-4109,-2,SALE,2025-12-02 18:00:20,67
TXN-018997,31-387-5020,-3,SALE,2025-12-02 18:00:20,87
TXN-006409,29-756-7042,-2,SALE,2025-12-02 18:01:20,126
TXN-022046,29-377-7040,-5,ADJUSTMENT,2025-12-02 18:01:20,84
TXN-021870,06-731-2162,-2,SALE,2025-12-02 18:05:20,121
TXN-005819,90-773-9557,-2,SALE,2025-12-02 18:06:20,117
TXN-010964,58-219-0241,-2,SALE,2025-12-02 18:06:20,72
TXN-011110,73-751-4393,-1,SALE,2025-12-02 18:07:20,88
TXN-006506,59-857-6577,-5,SALE,2025-12-02 18:08:20,54
TXN-018302,72-341-1154,-2,SALE,2025-12-02 18:08:20,121
TXN-008048,72-780-6006,-6,SALE,2025-12-02 18:09:20,138
TXN-010761,32-987-5559,-1,SALE,2025-12-02 18:09:20,160
TXN-006748,94-020-6982,-2,SALE,2025-12-02 18:11:20,79
TXN-020939,24-986-5091,-5,SALE,2025-12-02 18:12:20,130
TXN-021969,98-148-0940,-6,SALE,2025-12-02 18:13:20,95
TXN-012475,30-964-2694,2,ADJUSTMENT,2025-12-02 18:15:20,82
TXN-008000,45-402-0421,-5,SALE,2025-12-02 18:17:20,112
TXN-009037,29-875-6900,-1,SALE,2025-12-02 18:17:20,67
TXN-001574,81-844-2979,-3,SALE,2025-12-02 18:18:20,97
TXN-012891,37-567-3218,-2,SALE,2025-12-02 18:18:20,70
TXN-009552,52-123-8039,-1,SALE,2025-12-02 18:20:20,93
TXN-015592,27-474-0056,-9,SALE,2025-12-02 18:20:20,65
TXN-021761,31-403-6234,-1,SALE,2025-12-02 18:21:20,100
TXN-001895,54-374-9986,-1,SALE,2025-12-02 18:22:20,145
TXN-005678,92-291-7089,-1,SALE,2025-12-02 18:24:20,110
TXN-020821,87-104-0187,-5,SALE,2025-12-02 18:25:20,126
TXN-016642,93-014-4256,-4,SALE,2025-12-02 18:27:20,93
TXN-018969,40-126-0515,1,ADJUSTMENT,2025-12-02 18:27:20,124
TXN-006607,60-771-0879,-2,SALE,2025-12-02 18:28:20,147
TXN-008360,02-895-7781,-2,SALE,2025-12-02 18:29:20,69
TXN-011826,64-854-8664,1,ADJUSTMENT,2025-12-02 18:30:20,123
TXN-015133,41-526-4036,-4,SALE,2025-12-02 18:32:20,104
TXN-008500,04-001-1793,-3,SALE,2025-12-02 18:33:20,118
TXN-018804,26-456-1992,-3,SALE,2025-12-02 18:33:20,104
TXN-015114,55-154-4728,-2,SALE,2025-12-02 18:34:20,85
TXN-017438,29-741-8132,-1,SALE,2025-12-02 18:35:20,65
TXN-008967,88-183-5781,-9,SALE,2025-12-02 18:38:20,72
TXN-002811,75-029-9003,-1,SALE,2025-12-02 18:41:20,53
TXN-003811,97-040-3822,-4,SALE,2025-12-02 18:41:20,149
TXN-009906,70-145-2550,-1,SALE,2025-12-02 18:41:20,117
TXN-001361,11-581-9869,-2,SALE,2025-12-02 18:42:20,80
TXN-021943,34-538-1180,-1,SALE,2025-12-02 18:42:20,42
TXN-013136,67-248-6306,-1,SALE,2025-12-02 18:43:20,118
TXN-001272,69-468-5468,-1,SALE,2025-12-02 18:44:20,80
TXN-009654,94-658-4945,-5,SALE,2025-12-02 18:46:20,102
TXN-012986,65-527-9488,-1,SALE,2025-12-02 18:47:20,74
TXN-010230,28-608-0039,-1,SALE,2025-12-02 18:48:20,83
TXN-003064,51-572-5497,-2,SALE,2025-12-02 18:49:20,47
TXN-001388,78-237-0277,-5,SALE,2025-12-02 18:50:20,94
TXN-017535,06-340-6856,-1,SALE,2025-12-02 18:51:20,119
TXN-000438,78-614-4402,-2,SALE,2025-12-02 18:53:20,120
TXN-010559,76-623-7844,-5,SALE,2025-12-02 18:55:20,53
TXN-005110,46-753-8430,-3,SALE,2025-12-02 18:56:20,166
TXN-004223,53-080-8252,4,ADJUSTMENT,2025-12-02 18:57:20,99
TXN-022089,82-231-4245,-5,SALE,2025-12-02 18:57:20,96
TXN-012474,30-964-2694,-2,SALE,2025-12-02 19:01:20,80
TXN-001869,11-032-9778,-4,SALE,2025-12-02 19:06:20,127
TXN-001960,22-141-9798,-2,SALE,2025-12-02 19:06:20,70
TXN-019672,40-630-1431,-6,SALE,2025-12-02 19:07:20,67
TXN-002342,49-891-4927,-4,SALE,2025-12-02 19:09:20,84
TXN-009680,69-561-2496,-3,SALE,2025-12-02 19:09:20,135
TXN-012809,04-038-1547,-1,SALE,2025-12-02 19:10:20,63
TXN-002537,50-364-5828,-1,SALE,2025-12-02 19:11:20,112
TXN-008897,17-022-9721,-1,SALE,2025-12-02 19:12:20,69
TXN-010126,74-666-5671,-1,SALE,2025-12-02 19:12:20,57
TXN-012718,09-712-3630,-2,SALE,2025-12-02 19:12:20,98
TXN-018940,27-269-5260,-4,SALE,2025-12-02 19:12:20,124
TXN-013606,74-548-9313,-4,SALE,2025-12-02 19:15:20,130
TXN-006840,05-498-7751,-1,SALE,2025-12-02 19:16:20,89
TXN-021782,29-092-3453,-2,SALE,2025-12-02 19:20:20,79
TXN-003676,76-325-9093,-2,SALE,2025-12-02 19:24:20,107
TXN-002494,67-625-9704,-9,SALE,2025-12-02 19:26:20,103
TXN-014558,80-025-6757,-1,SALE,2025-12-02 19:27:20,103
TXN-002458,26-690-3784,-1,SALE,2025-12-02 19:28:20,93
TXN-009839,60-550-4771,-2,SALE,2025-12-02 19:28:20,111
TXN-001451,55-697-5242,-5,SALE,2025-12-02 19:30:20,82
TXN-006972,49-311-3063,-3,SALE,2025-12-02 19:30:20,97
TXN-008339,12-798-9401,-2,SALE,2025-12-02 19:30:20,68
TXN-011366,16-632-1308,-1,SALE,2025-12-02 19:30:20,49
TXN-012599,72-810-9753,-4,SALE,2025-12-02 19:32:20,73
TXN-021813,34-709-9237,-2,SALE,2025-12-02 19:32:20,176
TXN-000497,68-418-6724,-2,SALE,2025-12-02 19:33:20,103
TXN-022445,82-977-7752,-4,SALE,2025-12-02 19:33:20,126
TXN-000468,67-025-1245,-5,SALE,2025-12-02 19:35:20,127
TXN-001918,77-312-6317,-3,SALE,2025-12-02 19:35:20,79
TXN-008683,80-371-3695,-8,SALE,2025-12-02 19:35:20,131
TXN-020537,67-984-5368,-3,SALE,2025-12-02 19:36:20,66
TXN-020001,78-953-2073,-1,SALE,2025-12-02 19:38:20,119
TXN-007975,67-512-9754,-1,SALE,2025-12-02 19:39:20,141
TXN-019816,19-610-2236,-5,SALE,2025-12-02 19:39:20,123
TXN-014693,74-818-3306,-1,SALE,2025-12-02 19:40:20,157
TXN-006697,69-674-5387,-4,SALE,2025-12-02 19:42:20,120
TXN-017951,94-092-3355,-2,SALE,2025-12-02 19:42:20,116
TXN-012624,46-622-3434,-2,SALE,2025-12-02 19:43:20,61
TXN-019359,20-031-0532,-4,SALE,2025-12-02 19:43:20,76
TXN-020140,15-846-7959,-2,SALE,2025-12-02 19:43:20,124
TXN-004980,01-173-0029,-1,SALE,2025-12-02 19:46:20,61
TXN-007697,74-294-3760,-2,SALE,2025-12-02 19:47:20,90
TXN-008189,82-342-7339,-3,SALE,2025-12-02 19:47:20,130
TXN-010667,82-678-8097,-9,SALE,2025-12-02 19:48:20,116
TXN-012319,83-108-1174,-4,SALE,2025-12-02 19:50:20,151
TXN-008857,19-672-8982,-6,SALE,2025-12-02 19:51:20,129
TXN-013489,08-573-9997,-1,SALE,2025-12-02 19:51:20,86
TXN-010952,96-334-2593,-2,SALE,2025-12-02 19:53:20,91
TXN-003204,96-316-7600,-1,SALE,2025-12-02 19:54:20,85
TXN-010355,76-401-7083,-1,SALE,2025-12-02 19:56:20,82
TXN-001241,68-761-6907,-2,SALE,2025-12-02 19:57:20,63
TXN-005896,22-895-6595,-1,SALE,2025-12-02 19:57:20,59
TXN-008753,04-293-6969,-6,SALE,2025-12-02 19:57:20,85
TXN-014966,47-581-0363,-3,SALE,2025-12-02 19:58:20,153
TXN-001759,03-276-3931,-2,SALE,2025-12-02 19:59:20,77
