sku_id,product_name,category,quantity,velocity,status,icon
35-836-6718,Ricotta Cheese,Dairy,91,50,Stocked,egg
51-273-4240,Multigrain Bread,Bakery,85,30,Stocked,bakery_dining
38-924-3007,Peas,Fruits & Vegetables,12,46,Low,nutrition
52-123-8039,Pomegranate,Fruits & Vegetables,43,78,Low,nutrition
34-131-8805,Yogurt,Dairy,92,50,Low,egg
28-505-8317,Watermelon,Fruits & Vegetables,23,92,Critical,nutrition
41-594-5069,Egg (Duck),Dairy,77,58,Stocked,egg
94-658-4945,Sweet Potato,Fruits & Vegetables,65,71,Stocked,nutrition
69-561-2496,Banana,Fruits & Vegetables,82,77,Stocked,nutrition
98-858-6323,Swiss Cheese,Dairy,20,50,Stocked,egg
92-995-8689,Cheddar Cheese,Dairy,31,63,Low,egg
43-164-5984,Butter,Dairy,36,26,Low,egg
58-122-2282,Black Tea,Beverages,59,45,Stocked,coffee
84-269-9130,Long Grain Rice,Grains & Pulses,11,48,Stocked,grain
11-922-3342,Black Coffee,Beverages,24,80,Low,coffee
60-550-4771,Haddock,Seafood,75,49,Low,set_meal
88-951-9038,Black Coffee,Beverages,11,89,Critical,coffee
08-114-3922,Anchovies,Seafood,60,34,Low,set_meal
70-145-2550,Lemon,Fruits & Vegetables,91,38,Stocked,nutrition
51-761-6320,Egg (Goose),Dairy,43,48,Low,egg
55-803-3964,Bread Flour,Grains & Pulses,25,31,Low,grain
11-815-7923,Parmesan Cheese,Dairy,96,78,Stocked,egg
83-966-3280,Mackerel,Seafood,30,80,Stocked,set_meal
29-592-7315,Arborio Rice,Grains & Pulses,56,61,Stocked,grain
65-235-7676,Whole Wheat Bread,Bakery,91,74,Stocked,bakery_dining
40-683-0283,White Sugar,Grains & Pulses,27,57,Low,grain
83-553-9523,Buttermilk,Dairy,28,76,Low,egg
40-793-7235,Sour Cream,Dairy,92,23,Stocked,egg
74-666-5671,Tuna,Seafood,37,27,Stocked,set_meal
90-865-9150,Powdered Sugar,Grains & Pulses,28,82,Stocked,grain
46-255-3073,Tilapia,Seafood,30,48,Low,set_meal
11-155-7826,Arabica Coffee,Beverages,98,39,Stocked,coffee
99-543-5039,Lemon,Fruits & Vegetables,65,89,Low,nutrition
99-033-5661,Rice Flour,Grains & Pulses,42,35,Stocked,grain
28-608-0039,Lemon,Fruits & Vegetables,63,33,Stocked,nutrition
35-529-2933,Broccoli,Fruits & Vegetables,85,85,Stocked,nutrition
83-321-7887,Egg (Duck),Dairy,44,96,Low,egg
43-910-2342,Plum,Fruits & Vegetables,26,47,Low,nutrition
21-633-8696,Coconut Sugar,Grains & Pulses,49,93,Low,grain
76-401-7083,Pomegranate,Fruits & Vegetables,59,47,Low,nutrition
92-551-8504,Raw Sugar,Grains & Pulses,19,39,Critical,grain
76-264-0748,Eggplant,Fruits & Vegetables,47,39,Stocked,nutrition
88-586-8797,Grapes,Fruits & Vegetables,98,59,Stocked,nutrition
21-993-5632,Watermelon,Fruits & Vegetables,51,23,Low,nutrition
27-681-5588,Anchovies,Seafood,100,54,Stocked,set_meal
23-265-8144,Yogurt,Dairy,55,62,Stocked,egg
26-134-9069,Whipped Cream,Dairy,14,90,Critical,egg
76-623-7844,Egg (Quail),Dairy,29,50,Low,egg
88-977-0175,Chocolate Biscuit,Bakery,100,47,Stocked,bakery_dining
12-714-5135,Ricotta Cheese,Dairy,49,70,Stocked,egg
43-153-8268,Vegetable Oil,Oils & Fats,75,79,Stocked,water_drop
95-130-9020,Heavy Cream,Dairy,82,69,Stocked,egg
82-678-8097,Cottage Cheese,Dairy,68,90,Low,egg
21-693-8216,Corn Oil,Oils & Fats,70,34,Low,water_drop
56-831-6199,Salmon,Seafood,49,96,Stocked,set_meal
81-268-5905,Mackerel,Seafood,89,48,Stocked,set_meal
41-237-5498,Cheese,Dairy,88,56,Stocked,egg
32-987-5559,Green Tea,Beverages,39,28,Low,coffee
71-436-5841,Cauliflower,Fruits & Vegetables,87,47,Low,nutrition
63-890-1246,Oatmeal Biscuit,Bakery,93,76,Stocked,bakery_dining
65-368-2479,Egg (Turkey),Dairy,23,81,Stocked,egg
74-562-7431,Vanilla Biscuit,Bakery,94,74,Stocked,bakery_dining
51-583-6029,Digestive Biscuit,Bakery,38,72,Low,bakery_dining
06-996-3221,Evaporated Milk,Dairy,11,48,Stocked,egg
96-334-2593,White Tea,Beverages,60,43,Stocked,coffee
58-219-0241,Avocado Oil,Oils & Fats,50,27,Stocked,water_drop
87-272-6544,Egg (Goose),Dairy,90,51,Stocked,egg
95-357-2870,Arborio Rice,Grains & Pulses,86,22,Stocked,grain
88-401-3700,Cauliflower,Fruits & Vegetables,86,30,Stocked,nutrition
72-404-5581,Almond Flour,Grains & Pulses,54,60,Stocked,grain
11-766-8738,Watermelon,Fruits & Vegetables,27,70,Low,nutrition
15-796-3130,Rye Bread,Bakery,50,83,Low,bakery_dining
73-751-4393,Onion,Fruits & Vegetables,68,37,Stocked,nutrition
62-100-2245,Sourdough Bread,Bakery,22,62,Low,bakery_dining
08-961-3009,Cheese,Dairy,50,60,Stocked,egg
33-440-2588,Bell Pepper,Fruits & Vegetables,26,73,Stocked,nutrition
24-009-1208,White Tea,Beverages,62,89,Stocked,coffee
71-300-2191,Broccoli,Fruits & Vegetables,79,67,Stocked,nutrition
74-430-8245,Peach,Fruits & Vegetables,73,75,Low,nutrition
68-636-4774,Carrot,Fruits & Vegetables,18,44,Low,nutrition
38-655-2312,Kale,Fruits & Vegetables,79,80,Stocked,nutrition
16-632-1308,Arabica Coffee,Beverages,23,31,Stocked,coffee
37-606-0510,Milk,Dairy,18,73,Critical,egg
36-296-9609,Sunflower Oil,Oils & Fats,24,91,Low,water_drop
22-329-7791,Watermelon,Fruits & Vegetables,53,24,Stocked,nutrition
56-894-3733,Yogurt,Dairy,85,49,Stocked,egg
06-858-5680,Sesame Oil,Oils & Fats,15,49,Low,water_drop
71-954-4501,Anchovies,Seafood,66,27,Stocked,set_meal
12-046-2988,Corn Oil,Oils & Fats,17,23,Critical,water_drop
95-356-1566,Grapes,Fruits & Vegetables,13,42,Critical,nutrition
34-291-4939,Digestive Biscuit,Bakery,34,78,Low,bakery_dining
35-621-2546,Swiss Cheese,Dairy,85,68,Low,egg
21-013-3508,Cabbage,Fruits & Vegetables,12,25,Critical,nutrition
38-049-9319,Oatmeal Biscuit,Bakery,82,21,Stocked,bakery_dining
94-697-2396,Sourdough Bread,Bakery,71,58,Low,bakery_dining
33-807-7247,Mozzarella Cheese,Dairy,58,62,Stocked,egg
62-816-8794,Rice Flour,Grains & Pulses,15,90,Critical,grain
33-507-9886,Pineapple,Fruits & Vegetables,68,25,Stocked,nutrition
40-003-7322,White Sugar,Grains & Pulses,13,38,Low,grain
95-090-2788,Sesame Oil,Oils & Fats,45,86,Stocked,water_drop
06-503-5891,Egg (Goose),Dairy,40,76,Stocked,egg
38-555-9147,Black Coffee,Beverages,62,34,Stocked,coffee
64-854-8664,Peanut Oil,Oils & Fats,79,46,Stocked,water_drop
50-942-2409,Peas,Fruits & Vegetables,75,96,Low,nutrition
17-493-4579,Almond Flour,Grains & Pulses,76,24,Stocked,grain
10-854-5467,Canola Oil,Oils & Fats,96,61,Stocked,water_drop
11-604-6002,Canola Oil,Oils & Fats,69,79,Stocked,water_drop
44-305-1866,Butter,Dairy,48,95,Low,egg
49-730-0159,Cream,Dairy,82,48,Stocked,egg
70-534-7796,Zucchini,Fruits & Vegetables,43,22,Stocked,nutrition
95-738-4658,Green Coffee,Beverages,90,81,Stocked,coffee
20-405-4865,Milk,Dairy,13,46,Low,egg
79-428-8753,Cabbage,Fruits & Vegetables,62,34,Low,nutrition
10-626-8536,Coconut Sugar,Grains & Pulses,17,76,Critical,grain
27-216-9671,Sesame Oil,Oils & Fats,100,77,Stocked,water_drop
14-489-8669,All-Purpose Flour,Grains & Pulses,54,77,Low,grain
46-632-8420,Whipped Cream,Dairy,98,89,Stocked,egg
39-192-3521,Herbal Tea,Beverages,20,46,Stocked,coffee
94-528-8088,Haddock,Seafood,43,66,Stocked,set_meal
74-305-1263,Green Coffee,Beverages,29,28,Low,coffee
53-151-5726,Grapes,Fruits & Vegetables,37,34,Low,nutrition
02-085-7218,Cheddar Cheese,Dairy,85,57,Stocked,egg
77-777-4536,Basmati Rice,Grains & Pulses,26,54,Low,grain
86-482-6451,White Tea,Beverages,91,63,Stocked,coffee
36-127-4273,Ricotta Cheese,Dairy,50,88,Stocked,egg
03-061-1344,Trout,Seafood,98,62,Stocked,set_meal
97-300-7511,Egg (Duck),Dairy,37,90,Low,egg
83-108-1174,White Bread,Bakery,78,89,Stocked,bakery_dining
38-664-2155,Cauliflower,Fruits & Vegetables,48,52,Stocked,nutrition
80-459-5950,Arabica Coffee,Beverages,74,100,Stocked,coffee
93-015-0811,Pineapple,Fruits & Vegetables,18,88,Stocked,nutrition
02-888-9412,Cauliflower,Fruits & Vegetables,95,92,Stocked,nutrition
10-218-2680,Egg (Turkey),Dairy,39,26,Low,egg
30-964-2694,Peas,Fruits & Vegetables,48,51,Low,nutrition
15-144-9413,Strawberries,Fruits & Vegetables,58,52,Stocked,nutrition
17-253-5688,Greek Yogurt,Dairy,39,47,Low,egg
31-608-1445,Papaya,Fruits & Vegetables,84,54,Stocked,nutrition
51-934-9117,Sardines,Seafood,30,56,Low,set_meal
72-810-9753,Sesame Oil,Oils & Fats,14,51,Critical,water_drop
53-146-9979,Powdered Sugar,Grains & Pulses,21,37,Stocked,grain
46-622-3434,Jasmine Rice,Grains & Pulses,17,58,Low,grain
47-843-8207,Cauliflower,Fruits & Vegetables,34,28,Low,nutrition
29-135-0791,Jasmine Rice,Grains & Pulses,56,71,Stocked,grain
45-194-4094,Plum,Fruits & Vegetables,64,60,Low,nutrition
09-712-3630,Grapes,Fruits & Vegetables,87,22,Stocked,nutrition
56-213-0577,Papaya,Fruits & Vegetables,24,24,Low,nutrition
78-956-4737,Sushi Rice,Grains & Pulses,47,32,Stocked,grain
29-436-6570,Digestive Biscuit,Bakery,61,73,Stocked,bakery_dining
04-038-1547,Rye Bread,Bakery,48,27,Stocked,bakery_dining
76-476-9996,Chocolate Biscuit,Bakery,37,35,Low,bakery_dining
43-469-7551,Arabica Coffee,Beverages,45,36,Stocked,coffee
15-169-8058,Bread Flour,Grains & Pulses,87,58,Low,grain
37-567-3218,Almond Flour,Grains & Pulses,37,38,Low,grain
92-455-2959,Robusta Coffee,Beverages,59,90,Low,coffee
75-672-4378,Pomegranate,Fruits & Vegetables,62,45,Stocked,nutrition
66-806-6051,Yogurt,Dairy,63,56,Stocked,egg
65-527-9488,Grapes,Fruits & Vegetables,38,59,Low,nutrition
36-840-2728,Mackerel,Seafood,76,31,Stocked,set_meal
07-389-5740,Egg (Quail),Dairy,34,96,Low,egg
13-144-2169,Eggplant,Fruits & Vegetables,25,57,Low,nutrition
13-798-3397,Egg (Turkey),Dairy,86,34,Stocked,egg
85-806-0613,Oatmeal Biscuit,Bakery,41,50,Stocked,bakery_dining
67-248-6306,Cauliflower,Fruits & Vegetables,77,64,Stocked,nutrition
47-866-6589,Egg (Duck),Dairy,41,30,Low,egg
91-127-7489,Orange,Fruits & Vegetables,44,42,Stocked,nutrition
90-343-9640,Avocado Oil,Oils & Fats,53,22,Low,water_drop
01-018-6418,Chocolate Biscuit,Bakery,68,70,Stocked,bakery_dining
80-375-9075,Swiss Cheese,Dairy,96,71,Stocked,egg
80-227-6886,Garlic,Fruits & Vegetables,33,46,Stocked,nutrition
15-562-3712,Cauliflower,Fruits & Vegetables,33,90,Low,nutrition
10-137-9759,Watermelon,Fruits & Vegetables,90,82,Stocked,nutrition
69-171-1305,Brown Rice,Grains & Pulses,31,25,Stocked,grain
83-117-7658,Asparagus,Fruits & Vegetables,92,62,Stocked,nutrition
74-642-2435,Cauliflower,Fruits & Vegetables,66,85,Stocked,nutrition
10-445-0741,Anchovies,Seafood,83,33,Stocked,set_meal
80-658-6456,Mango,Fruits & Vegetables,84,30,Stocked,nutrition
81-354-4203,Haddock,Seafood,76,52,Stocked,set_meal
08-573-9997,Pomegranate,Fruits & Vegetables,26,82,Stocked,nutrition
74-610-2295,Green Coffee,Beverages,61,95,Stocked,coffee
76-070-1411,Evaporated Milk,Dairy,15,71,Critical,egg
61-582-7399,Apricot,Fruits & Vegetables,73,87,Low,nutrition
42-674-3917,Whole Wheat Flour,Grains & Pulses,41,50,Low,grain
05-899-1428,Avocado Oil,Oils & Fats,14,65,Critical,water_drop
74-548-9313,Mango,Fruits & Vegetables,99,52,Stocked,nutrition
20-448-2972,Asparagus,Fruits & Vegetables,80,26,Stocked,nutrition
63-162-9244,Eggplant,Fruits & Vegetables,49,37,Low,nutrition
91-417-0366,Grapes,Fruits & Vegetables,25,41,Low,nutrition
60-311-5701,Sesame Oil,Oils & Fats,39,54,Low,water_drop
36-899-5324,Orange,Fruits & Vegetables,94,57,Stocked,nutrition
22-266-9291,Sardines,Seafood,11,69,Low,set_meal
76-584-4790,Peanut Oil,Oils & Fats,21,49,Low,water_drop
82-948-2298,Kiwi,Fruits & Vegetables,38,53,Low,nutrition
97-283-4840,Palm Oil,Oils & Fats,58,82,Stocked,water_drop
17-395-1121,Plum,Fruits & Vegetables,85,58,Stocked,nutrition
74-132-5528,Cauliflower,Fruits & Vegetables,63,62,Stocked,nutrition
52-029-2382,Coconut Oil,Oils & Fats,54,29,Low,water_drop
11-053-0107,Cherry,Fruits & Vegetables,30,42,Stocked,nutrition
99-194-5600,Cauliflower,Fruits & Vegetables,57,78,Stocked,nutrition
48-289-0604,Vegetable Oil,Oils & Fats,18,25,Critical,water_drop
73-010-8323,Tuna,Seafood,16,35,Low,set_meal
06-068-6793,Buttermilk,Dairy,39,46,Low,egg
56-054-8664,Lemon,Fruits & Vegetables,59,30,Low,nutrition
36-330-5036,Salmon,Seafood,79,42,Stocked,set_meal
65-674-6076,Egg (Quail),Dairy,78,49,Stocked,egg
87-013-6488,Sushi Rice,Grains & Pulses,22,64,Stocked,grain
95-449-1286,Egg (Chicken),Dairy,10,100,Low,egg
95-640-0293,Arborio Rice,Grains & Pulses,34,42,Stocked,grain
08-495-6853,Heavy Cream,Dairy,74,65,Stocked,egg
42-495-7698,Sushi Rice,Grains & Pulses,10,29,Low,grain
83-727-0814,Basmati Rice,Grains & Pulses,11,29,Critical,grain
01-050-2246,Grapes,Fruits & Vegetables,99,59,Stocked,nutrition
07-858-5487,Swiss Cheese,Dairy,64,53,Stocked,egg
20-283-0111,Pear,Fruits & Vegetables,58,62,Stocked,nutrition
87-391-9658,Corn Oil,Oils & Fats,26,45,Critical,water_drop
44-782-1395,Raw Sugar,Grains & Pulses,72,39,Low,grain
12-828-1063,Mozzarella Cheese,Dairy,36,27,Low,egg
72-989-2512,Mushrooms,Fruits & Vegetables,24,85,Stocked,nutrition
53-667-4109,Onion,Fruits & Vegetables,16,22,Critical,nutrition
93-772-3085,Banana,Fruits & Vegetables,39,58,Stocked,nutrition
92-652-3737,Zucchini,Fruits & Vegetables,89,27,Stocked,nutrition
74-404-0582,Cherry,Fruits & Vegetables,57,44,Low,nutrition
19-244-9890,Herbal Tea,Beverages,61,90,Stocked,coffee
01-839-6534,Short Grain Rice,Grains & Pulses,56,93,Stocked,grain
58-229-1358,Cream,Dairy,21,87,Low,egg
80-025-6757,Grapes,Fruits & Vegetables,59,74,Stocked,nutrition
35-031-1497,Green Coffee,Beverages,20,38,Critical,coffee
26-629-5920,Rye Bread,Bakery,99,49,Stocked,bakery_dining
51-000-8113,Green Tea,Beverages,24,49,Low,coffee
93-571-7294,Sushi Rice,Grains & Pulses,78,69,Low,grain
48-770-6319,Egg (Duck),Dairy,52,77,Stocked,egg
74-818-3306,Spinach,Fruits & Vegetables,45,25,Low,nutrition
15-082-9124,Apricot,Fruits & Vegetables,89,49,Stocked,nutrition
66-854-5736,Kiwi,Fruits & Vegetables,63,20,Stocked,nutrition
90-128-7973,Black Rice,Grains & Pulses,49,75,Stocked,grain
60-198-7050,Green Tea,Beverages,26,92,Low,coffee
70-206-4860,Egg (Quail),Dairy,93,30,Stocked,egg
25-353-2067,Papaya,Fruits & Vegetables,81,23,Stocked,nutrition
93-218-8108,Heavy Cream,Dairy,74,99,Stocked,egg
95-262-6208,Black Tea,Beverages,19,72,Critical,coffee
02-484-0206,Short Grain Rice,Grains & Pulses,64,48,Low,grain
08-226-5155,Bell Pepper,Fruits & Vegetables,49,52,Low,nutrition
47-581-0363,Parmesan Cheese,Dairy,99,69,Stocked,egg
04-104-6993,Buttermilk,Dairy,60,42,Stocked,egg
45-380-4627,Cabbage,Fruits & Vegetables,90,52,Stocked,nutrition
41-240-8856,Haddock,Seafood,79,45,Stocked,set_meal
81-573-0943,Egg (Chicken),Dairy,22,33,Low,egg
67-725-6830,Brown Rice,Grains & Pulses,51,53,Stocked,grain
55-154-4728,Arabica Coffee,Beverages,65,28,Stocked,coffee
41-526-4036,Whipped Cream,Dairy,55,69,Stocked,egg
86-273-9377,White Rice,Grains & Pulses,18,64,Critical,grain
98-499-2220,Parmesan Cheese,Dairy,37,39,Stocked,egg
50-930-4751,Salmon,Seafood,88,96,Stocked,set_meal
88-304-2855,Pineapple,Fruits & Vegetables,20,80,Low,nutrition
69-743-0161,Bread Flour,Grains & Pulses,99,80,Stocked,grain
40-902-1995,Asparagus,Fruits & Vegetables,46,59,Low,nutrition
50-329-3360,Wild Rice,Grains & Pulses,19,62,Critical,grain
03-441-4252,Yogurt,Dairy,12,22,Critical,egg
97-093-4278,Buttermilk,Dairy,69,29,Low,egg
01-820-5784,Egg (Duck),Dairy,63,23,Stocked,egg
31-803-5001,Asparagus,Fruits & Vegetables,78,25,Stocked,nutrition
61-317-9944,White Bread,Bakery,72,87,Stocked,bakery_dining
56-303-5256,Wild Rice,Grains & Pulses,58,75,Stocked,grain
86-672-4191,Egg (Goose),Dairy,88,54,Stocked,egg
34-547-0827,White Rice,Grains & Pulses,54,94,Stocked,grain
20-387-7746,Powdered Sugar,Grains & Pulses,64,97,Stocked,grain
50-329-3145,Milk,Dairy,12,31,Critical,egg
02-559-8196,Mango,Fruits & Vegetables,61,74,Stocked,nutrition
69-834-2874,Oatmeal Biscuit,Bakery,28,28,Low,bakery_dining
27-474-0056,Spinach,Fruits & Vegetables,23,95,Stocked,nutrition
66-378-7532,Blueberries,Fruits & Vegetables,87,55,Stocked,nutrition
28-185-7303,Robusta Coffee,Beverages,59,48,Stocked,coffee
19-854-3663,Watermelon,Fruits & Vegetables,13,100,Critical,nutrition
42-175-1648,Pomegranate,Fruits & Vegetables,81,94,Low,nutrition
56-657-4387,White Bread,Bakery,61,51,Low,bakery_dining
05-720-8792,Carrot,Fruits & Vegetables,80,81,Low,nutrition
84-151-2114,Brown Rice,Grains & Pulses,39,77,Low,grain
10-378-9729,Cabbage,,69,36,Stocked,inventory_2
53-930-2215,Egg (Goose),Dairy,60,77,Stocked,egg
02-034-6209,Sour Cream,Dairy,22,45,Low,egg
28-003-8065,Almond Flour,Grains & Pulses,79,83,Stocked,grain
19-021-5024,Broccoli,Fruits & Vegetables,47,76,Low,nutrition
07-846-4804,Jasmine Rice,Grains & Pulses,20,78,Low,grain
70-542-4269,Gouda Cheese,Dairy,41,86,Stocked,egg
52-797-6961,Tilapia,Seafood,46,62,Low,set_meal
66-327-2821,Palm Oil,Oils & Fats,67,78,Stocked,water_drop
12-093-9863,Arborio Rice,Grains & Pulses,51,73,Stocked,grain
08-396-2704,White Sugar,Grains & Pulses,42,80,Stocked,grain
72-970-0239,Sesame Oil,Oils & Fats,85,78,Low,water_drop
03-940-0630,Sunflower Oil,Oils & Fats,23,91,Low,water_drop
67-130-4114,Bell Pepper,Fruits & Vegetables,84,46,Stocked,nutrition
32-270-1385,Greek Yogurt,Fruits & Vegetables,28,48,Low,nutrition
85-510-2915,White Bread,Bakery,62,42,Stocked,bakery_dining
00-842-9790,Egg (Goose),Dairy,65,66,Low,egg
49-377-9731,Lime,Fruits & Vegetables,18,54,Stocked,nutrition
96-682-8546,Egg (Chicken),Dairy,70,62,Stocked,egg
92-837-8839,Vegetable Oil,Oils & Fats,23,63,Low,water_drop
68-732-5919,Jasmine Rice,Grains & Pulses,26,75,Low,grain
37-064-7275,Robusta Coffee,Beverages,20,72,Low,coffee
43-193-9915,Mozzarella Cheese,Dairy,55,48,Low,egg
45-992-5653,Whole Wheat Flour,Grains & Pulses,82,26,Stocked,grain
45-852-2446,Salmon,Seafood,73,89,Stocked,set_meal
57-394-4703,White Tea,Beverages,81,74,Low,coffee
07-679-1199,Onion,Fruits & Vegetables,20,51,Low,nutrition
47-221-3391,Black Coffee,Beverages,78,54,Stocked,coffee
80-698-0324,Butter Biscuit,Bakery,84,51,Stocked,bakery_dining
36-383-3677,Corn Oil,Oils & Fats,32,52,Low,water_drop
42-907-6946,Coconut Oil,Oils & Fats,90,55,Stocked,water_drop
96-209-1739,Evaporated Milk,Dairy,70,24,Low,egg
36-679-4670,Bell Pepper,Fruits & Vegetables,90,81,Stocked,nutrition
08-637-9335,Lettuce,Fruits & Vegetables,100,26,Stocked,nutrition
56-875-3717,Brown Rice,Grains & Pulses,89,64,Stocked,grain
86-978-6666,Whole Wheat Flour,Grains & Pulses,38,34,Low,grain
41-475-5305,Rye Bread,Bakery,61,71,Stocked,bakery_dining
25-911-7736,Orange,Fruits & Vegetables,75,96,Stocked,nutrition
28-433-8533,Multigrain Bread,Bakery,87,73,Stocked,bakery_dining
84-624-0201,Bread Flour,Grains & Pulses,71,34,Low,grain
45-634-0679,Haddock,Seafood,98,53,Low,set_meal
93-014-4256,Green Beans,Fruits & Vegetables,19,51,Critical,nutrition
24-989-3302,Coconut,Fruits & Vegetables,85,61,Low,nutrition
46-415-8633,Apple,Fruits & Vegetables,71,87,Stocked,nutrition
73-117-6105,Brown Rice,Grains & Pulses,44,67,Low,grain
53-710-7630,Rice Flour,Grains & Pulses,25,24,Critical,grain
10-617-7581,Peanut Oil,Oils & Fats,24,98,Stocked,water_drop
66-312-5511,Anchovies,Seafood,44,80,Low,set_meal
87-423-8486,Powdered Sugar,Grains & Pulses,63,40,Stocked,grain
64-493-5270,Palm Oil,Oils & Fats,69,63,Stocked,water_drop
31-255-9616,Tuna,Seafood,88,28,Stocked,set_meal
26-799-3714,Robusta Coffee,Beverages,74,37,Stocked,coffee
64-119-7804,Bell Pepper,Fruits & Vegetables,98,86,Stocked,nutrition
74-181-4135,Egg (Chicken),Dairy,22,88,Stocked,egg
34-369-7712,Apricot,Fruits & Vegetables,55,23,Low,nutrition
31-157-1822,Ricotta Cheese,Dairy,96,94,Stocked,egg
27-459-0724,Feta Cheese,Dairy,91,32,Stocked,egg
47-441-7682,Digestive Biscuit,Bakery,40,28,Low,bakery_dining
32-676-1026,Salmon,Seafood,52,43,Stocked,set_meal
77-959-1018,Lettuce,Fruits & Vegetables,22,62,Low,nutrition
60-911-3745,Black Rice,Grains & Pulses,98,70,Stocked,grain
57-101-0060,Whole Wheat Flour,Grains & Pulses,59,32,Low,grain
54-758-4622,Chocolate Biscuit,Bakery,99,65,Stocked,bakery_dining
92-152-5820,Black Tea,Beverages,18,65,Low,coffee
44-637-5512,Watermelon,Fruits & Vegetables,58,71,Stocked,nutrition
65-854-9364,Black Rice,Grains & Pulses,30,61,Low,grain
60-747-8704,Papaya,Fruits & Vegetables,97,53,Low,nutrition
85-835-3445,Egg (Goose),Dairy,50,78,Low,egg
66-716-8221,Cheddar Cheese,Dairy,70,63,Low,egg
01-026-2772,Blueberries,Fruits & Vegetables,40,76,Low,nutrition
21-252-1360,Corn Oil,Oils & Fats,75,100,Stocked,water_drop
80-039-1261,Strawberries,Fruits & Vegetables,26,94,Critical,nutrition
48-427-0551,Arabica Coffee,Beverages,13,67,Critical,coffee
02-575-1980,Plum,Fruits & Vegetables,11,99,Critical,nutrition
61-293-6327,Salmon,Seafood,98,21,Stocked,set_meal
08-519-5579,Broccoli,Fruits & Vegetables,35,90,Stocked,nutrition
33-670-6797,Mackerel,Seafood,45,35,Low,set_meal
29-741-8132,Kale,Fruits & Vegetables,47,26,Stocked,nutrition
89-713-6071,Sesame Oil,Oils & Fats,89,39,Stocked,water_drop
00-641-8691,Black Coffee,Beverages,33,96,Stocked,coffee
68-977-6854,Apricot,Fruits & Vegetables,90,76,Stocked,nutrition
86-257-4613,Jasmine Rice,Grains & Pulses,44,63,Stocked,grain
06-340-6856,Wild Rice,Grains & Pulses,41,93,Low,grain
11-338-4598,Potato,Fruits & Vegetables,72,96,Stocked,nutrition
82-711-0772,Egg (Goose),Dairy,72,36,Stocked,egg
05-184-4175,Black Coffee,Beverages,40,33,Stocked,coffee
17-274-6898,Whole Wheat Bread,Bakery,36,67,Low,bakery_dining
79-569-8856,Vegetable Oil,Oils & Fats,51,24,Low,water_drop
00-534-9775,Black Coffee,Beverages,87,90,Low,coffee
94-071-2261,Pear,Fruits & Vegetables,79,33,Stocked,nutrition
94-355-3070,Tilapia,Seafood,14,64,Critical,set_meal
17-265-1899,Orange,Fruits & Vegetables,81,86,Stocked,nutrition
13-888-0149,Lime,Fruits & Vegetables,75,32,Stocked,nutrition
21-890-2826,Gouda Cheese,Dairy,48,59,Stocked,egg
05-425-0746,Onion,Fruits & Vegetables,50,40,Low,nutrition
88-807-8431,Haddock,Seafood,11,86,Critical,set_meal
77-377-1659,Almond Flour,Grains & Pulses,74,24,Stocked,grain
92-362-3567,Tomato,Fruits & Vegetables,11,93,Stocked,nutrition
99-961-0767,Heavy Cream,Dairy,85,95,Stocked,egg
94-092-3355,Cauliflower,Fruits & Vegetables,57,87,Stocked,nutrition
29-344-3658,Lime,Fruits & Vegetables,75,63,Stocked,nutrition
60-327-4114,Egg (Turkey),Dairy,63,78,Stocked,egg
13-409-9040,White Tea,Beverages,35,53,Stocked,coffee
75-927-9108,Cabbage,Fruits & Vegetables,24,55,Low,nutrition
30-806-3823,Jasmine Rice,Grains & Pulses,53,100,Stocked,grain
65-780-5622,Butter Biscuit,Bakery,74,51,Low,bakery_dining
94-598-3383,Brown Rice,Grains & Pulses,79,43,Stocked,grain
45-250-4679,Bread Flour,Grains & Pulses,54,41,Low,grain
45-317-9731,Palm Oil,Oils & Fats,44,46,Low,water_drop
41-131-3841,Almond Flour,Grains & Pulses,77,27,Stocked,grain
15-905-7750,Apricot,Fruits & Vegetables,42,86,Low,nutrition
68-973-8812,Sweet Potato,Fruits & Vegetables,44,89,Low,nutrition
49-570-8214,Sour Cream,Dairy,81,68,Stocked,egg
57-779-4955,Black Rice,Grains & Pulses,92,38,Stocked,grain
85-781-5386,Salmon,Seafood,78,47,Stocked,set_meal
72-341-1154,Heavy Cream,Dairy,85,65,Stocked,egg
28-986-8001,Pomegranate,Fruits & Vegetables,65,80,Low,nutrition
82-811-7988,Olive Oil,Oils & Fats,36,74,Stocked,water_drop
27-495-1912,Potato,Fruits & Vegetables,26,84,Low,nutrition
44-480-9446,Sunflower Oil,Oils & Fats,39,84,Stocked,water_drop
77-937-1108,White Sugar,Grains & Pulses,39,73,Low,grain
82-538-4809,Cabbage,Fruits & Vegetables,83,35,Stocked,nutrition
69-895-3397,Cucumber,Fruits & Vegetables,28,33,Stocked,nutrition
44-112-3331,Tuna,Seafood,85,92,Stocked,set_meal
93-682-2069,Lime,Fruits & Vegetables,76,77,Stocked,nutrition
49-199-6836,Tomato,Fruits & Vegetables,100,84,Stocked,nutrition
47-221-2470,Pomegranate,Fruits & Vegetables,17,37,Low,nutrition
71-067-3278,Anchovies,Seafood,51,80,Stocked,set_meal
89-388-3239,Grapes,Fruits & Vegetables,54,81,Low,nutrition
10-555-5971,Sourdough Bread,Bakery,94,47,Stocked,bakery_dining
82-931-7126,Asparagus,Fruits & Vegetables,34,41,Low,nutrition
