alert_id,type,title,message,item_id,time_ago,risk_score
ALT-0298,critical,Product Expired,Jasmine Rice expired on 5/7/2024,06-690-2335,21 hours ago,95
ALT-0299,critical,Product Expired,Haddock expired on 4/17/2024,47-554-5780,17 hours ago,95
ALT-0301,critical,Product Expired,Black Rice expired on 6/23/2024,70-587-1204,12 hours ago,95
ALT-0303,critical,Product Expired,Rye Bread expired on 6/19/2024,97-710-2449,8 hours ago,95
ALT-0305,critical,Product Expired,Lime expired on 3/10/2024,51-462-0747,11 hours ago,95
ALT-0307,critical,Product Expired,Pomegranate expired on 7/20/2024,90-492-0564,19 hours ago,95
ALT-0308,critical,Product Expired,Robusta Coffee expired on 12/22/2024,63-956-0739,16 hours ago,95
ALT-0309,critical,Product Expired,Multigrain Bread expired on 9/17/2024,30-832-5429,2 hours ago,95
ALT-0310,critical,Product Expired,Cucumber expired on 3/31/2024,38-822-8005,11 hours ago,95
ALT-0312,critical,Product Expired,Olive Oil expired on 11/13/2024,73-118-1117,1 hour ago,95
ALT-0314,critical,Product Expired,Mushrooms expired on 1/15/2025,60-285-3783,23 hours ago,95
ALT-0316,critical,Product Expired,Egg (Goose) expired on 11/28/2024,00-215-7434,7 hours ago,95
ALT-0317,critical,Product Expired,Greek Yogurt expired on 7/13/2024,68-734-1585,1 hour ago,95
ALT-0319,critical,Product Expired,Peach expired on 6/21/2024,08-703-1382,3 hours ago,95
ALT-0321,critical,Product Expired,White Tea expired on 12/5/2024,65-282-0419,5 hours ago,95
ALT-0322,critical,Product Expired,Sushi Rice expired on 11/5/2024,62-777-6010,22 hours ago,95
ALT-0324,critical,Product Expired,Strawberries expired on 5/21/2024,87-675-1506,22 hours ago,95
ALT-0325,critical,Product Expired,Mushrooms expired on 11/9/2024,67-027-7269,21 hours ago,95
ALT-0327,critical,Product Expired,Broccoli expired on 12/13/2024,72-066-4597,17 hours ago,95
ALT-0329,critical,Product Expired,White Bread expired on 1/20/2025,31-627-6025,3 hours ago,95
ALT-0330,critical,Product Expired,Greek Yogurt expired on 12/15/2024,09-286-8107,5 hours ago,95
ALT-0331,critical,Product Expired,Canola Oil expired on 8/20/2024,77-013-1553,14 hours ago,95
ALT-0333,critical,Product Expired,Lime expired on 1/4/2025,15-762-1058,14 hours ago,95
ALT-0335,critical,Product Expired,Canola Oil expired on 6/9/2024,48-193-1199,18 hours ago,95
ALT-0336,critical,Product Expired,Blueberries expired on 4/12/2024,01-173-0029,11 hours ago,95
ALT-0338,critical,Product Expired,Mozzarella Cheese expired on 10/2/2024,79-400-6216,11 hours ago,95
ALT-0340,critical,Product Expired,Tuna expired on 10/15/2024,80-072-8774,16 hours ago,95
ALT-0342,critical,Product Expired,White Tea expired on 3/29/2024,78-689-8958,20 hours ago,95
ALT-0344,critical,Product Expired,Black Coffee expired on 2/4/2025,57-562-2358,5 hours ago,95
ALT-0345,critical,Product Expired,Bread Flour expired on 1/7/2025,56-191-6497,18 hours ago,95
ALT-0346,critical,Product Expired,Feta Cheese expired on 8/5/2024,46-753-8430,2 hours ago,95
ALT-0347,critical,Product Expired,Kiwi expired on 1/23/2025,48-461-3742,2 hours ago,95
ALT-0349,critical,Product Expired,Digestive Biscuit expired on 11/27/2024,16-354-8122,16 hours ago,95
ALT-0350,critical,Product Expired,Arabica Coffee expired on 3/18/2024,76-954-1442,4 hours ago,95
ALT-0352,critical,Product Expired,Lemon expired on 3/14/2024,44-476-0390,10 hours ago,95
ALT-0353,critical,Product Expired,Arabica Coffee expired on 3/6/2024,35-617-3857,3 hours ago,95
ALT-0354,critical,Product Expired,Broccoli expired on 6/9/2024,94-029-2717,4 hours ago,95
ALT-0355,critical,Product Expired,Kale expired on 5/1/2024,49-526-7806,11 hours ago,95
ALT-0357,critical,Product Expired,Bread Flour expired on 10/18/2024,99-137-1730,19 hours ago,95
ALT-0358,critical,Product Expired,Herbal Tea expired on 12/3/2024,27-442-3654,2 hours ago,95
ALT-0360,critical,Product Expired,Blueberries expired on 4/15/2024,32-933-0329,7 hours ago,95
ALT-0361,critical,Product Expired,Digestive Biscuit expired on 6/22/2024,93-813-2419,18 hours ago,95
ALT-0362,critical,Product Expired,Gouda Cheese expired on 9/9/2024,85-440-3667,14 hours ago,95
ALT-0363,critical,Product Expired,Almond Flour expired on 10/26/2024,77-224-2227,7 hours ago,95
ALT-0364,critical,Product Expired,Chocolate Biscuit expired on 1/26/2025,60-632-8752,3 hours ago,95
ALT-0366,critical,Product Expired,Haddock expired on 7/28/2024,99-561-4871,23 hours ago,95
ALT-0368,critical,Product Expired,Egg (Duck) expired on 1/15/2025,61-607-7622,5 hours ago,95
ALT-0370,critical,Product Expired,Peach expired on 9/3/2024,11-745-3025,15 hours ago,95
ALT-0371,critical,Product Expired,Mackerel expired on 9/4/2024,56-810-0550,20 hours ago,95
ALT-0372,critical,Product Expired,Egg (Goose) expired on 11/10/2024,59-075-2457,12 hours ago,95
ALT-0373,critical,Product Expired,Zucchini expired on 5/11/2024,40-021-2400,8 hours ago,95
ALT-0375,critical,Product Expired,Bell Pepper expired on 1/31/2025,29-017-6255,20 hours ago,95
ALT-0376,critical,Product Expired,Cheese expired on 5/6/2024,92-291-7089,18 hours ago,95
ALT-0378,critical,Product Expired,Zucchini expired on 12/16/2024,69-287-9113,7 hours ago,95
ALT-0379,critical,Product Expired,Orange expired on 12/13/2024,76-540-6407,19 hours ago,95
ALT-0380,critical,Product Expired,Kiwi expired on 5/11/2024,85-561-4694,1 hour ago,95
ALT-0382,critical,Product Expired,Coconut expired on 1/28/2025,34-928-2775,15 hours ago,95
ALT-0383,critical,Product Expired,Butter expired on 6/12/2024,90-773-9557,6 hours ago,95
ALT-0385,critical,Product Expired,Bread Flour expired on 10/30/2024,57-394-1587,11 hours ago,95
ALT-0386,critical,Product Expired,Broccoli expired on 5/20/2024,28-008-2951,1 hour ago,95
ALT-0387,critical,Product Expired,Sushi Rice expired on 6/1/2024,74-711-7160,17 hours ago,95
ALT-0389,critical,Product Expired,Rice Flour expired on 11/21/2024,22-895-6595,15 hours ago,95
ALT-0391,critical,Product Expired,Pear expired on 10/13/2024,19-214-5762,23 hours ago,95
ALT-0392,critical,Product Expired,Feta Cheese expired on 2/6/2025,95-349-0828,3 hours ago,95
ALT-0394,critical,Product Expired,Milk expired on 12/23/2024,00-963-2193,13 hours ago,95
ALT-0395,critical,Product Expired,Palm Oil expired on 5/24/2024,76-459-2392,23 hours ago,95
ALT-0397,critical,Product Expired,Bread Flour expired on 5/28/2024,10-034-7654,8 hours ago,95
ALT-0398,critical,Product Expired,Cheese expired on 6/13/2024,24-972-6969,14 hours ago,95
ALT-0400,critical,Product Expired,Carrot expired on 4/9/2024,94-190-5193,6 hours ago,95
ALT-0402,critical,Product Expired,Short Grain Rice expired on 9/6/2024,92-791-0606,10 hours ago,95
ALT-0404,critical,Product Expired,Arabica Coffee expired on 7/20/2024,84-629-1532,1 hour ago,95
ALT-0406,critical,Product Expired,Grapes expired on 7/21/2024,68-977-2498,6 hours ago,95
ALT-0407,critical,Product Expired,Tilapia expired on 7/5/2024,91-257-3672,2 hours ago,95
ALT-0408,critical,Product Expired,Olive Oil expired on 3/21/2024,09-536-2626,1 hour ago,95
ALT-0410,critical,Product Expired,Robusta Coffee expired on 6/24/2024,61-801-8665,15 hours ago,95
ALT-0411,critical,Product Expired,Peas expired on 12/10/2024,38-296-6634,23 hours ago,95
ALT-0413,critical,Product Expired,Brown Rice expired on 1/18/2025,30-591-7275,10 hours ago,95
ALT-0415,critical,Product Expired,Buttermilk expired on 10/23/2024,83-763-5038,15 hours ago,95
ALT-0416,critical,Product Expired,Mushrooms expired on 5/11/2024,37-709-3532,4 hours ago,95
ALT-0418,critical,Product Expired,Palm Oil expired on 11/23/2024,62-795-7801,7 hours ago,95
ALT-0419,critical,Product Expired,Cucumber expired on 9/17/2024,98-575-4736,16 hours ago,95
ALT-0420,critical,Product Expired,Swiss Cheese expired on 2/4/2025,57-861-4379,4 hours ago,95
ALT-0422,critical,Product Expired,Halibut expired on 3/4/2024,00-119-8780,17 hours ago,95
ALT-0424,critical,Product Expired,Trout expired on 6/14/2024,28-824-9017,18 hours ago,95
ALT-0426,critical,Product Expired,Vegetable Oil expired on 8/3/2024,56-668-5370,8 hours ago,95
ALT-0427,critical,Product Expired,Digestive Biscuit expired on 5/7/2024,29-756-7042,5 hours ago,95
ALT-0429,critical,Product Expired,Digestive Biscuit expired on 7/31/2024,41-538-3129,22 hours ago,95
ALT-0430,critical,Product Expired,Apricot expired on 5/8/2024,16-380-0753,19 hours ago,95
ALT-0431,critical,Product Expired,Tilapia expired on 4/29/2024,26-535-4727,15 hours ago,95
ALT-0433,critical,Product Expired,Evaporated Milk expired on 3/4/2024,59-857-6577,11 hours ago,95
ALT-0434,critical,Product Expired,Green Tea expired on 11/17/2024,14-550-2152,19 hours ago,95
ALT-0436,critical,Product Expired,Heavy Cream expired on 8/10/2024,39-315-3936,14 hours ago,95
ALT-0438,critical,Product Expired,Papaya expired on 11/12/2024,87-199-2743,13 hours ago,95
ALT-0439,critical,Product Expired,Blueberries expired on 5/3/2024,60-771-0879,17 hours ago,95
ALT-0441,critical,Product Expired,Blueberries expired on 12/20/2024,00-440-9568,1 hour ago,95
ALT-0443,critical,Product Expired,Plum expired on 10/10/2024,07-074-1196,20 hours ago,95
ALT-0444,critical,Product Expired,Yogurt expired on 2/1/2025,69-674-5387,14 hours ago,95
ALT-0445,critical,Product Expired,Onion expired on 11/22/2024,08-940-8578,14 hours ago,95
ALT-0447,critical,Product Expired,Tuna expired on 5/4/2024,94-020-6982,1 hour ago,95
ALT-0448,critical,Product Expired,Anchovies expired on 8/22/2024,42-879-9478,15 hours ago,95
ALT-0449,critical,Product Expired,Apple expired on 1/12/2025,00-405-7428,16 hours ago,95
ALT-0450,critical,Product Expired,Watermelon expired on 12/27/2024,87-997-0228,20 hours ago,95
ALT-0451,critical,Product Expired,Cauliflower expired on 3/24/2024,05-498-7751,21 hours ago,95
ALT-0453,critical,Product Expired,Greek Yogurt expired on 1/21/2025,55-631-7937,15 hours ago,95
ALT-0454,critical,Product Expired,Haddock expired on 3/9/2024,27-389-3529,19 hours ago,95
ALT-0456,critical,Product Expired,Blueberries expired on 7/29/2024,84-272-0790,12 hours ago,95
ALT-0457,critical,Product Expired,Strawberries expired on 6/21/2024,01-903-5373,2 hours ago,95
ALT-0459,critical,Product Expired,Kiwi expired on 7/3/2024,49-311-3063,13 hours ago,95
ALT-0461,critical,Product Expired,Coconut Sugar expired on 6/18/2024,04-277-5245,20 hours ago,95
ALT-0462,critical,Product Expired,Tomato expired on 4/2/2024,04-453-5485,14 hours ago,95
ALT-0463,critical,Product Expired,Cheese expired on 12/26/2024,42-141-5718,11 hours ago,95
ALT-0465,critical,Product Expired,Milk expired on 7/17/2024,89-602-6755,12 hours ago,95
ALT-0466,critical,Product Expired,Green Coffee expired on 3/27/2024,15-045-8444,21 hours ago,95
ALT-0467,critical,Product Expired,Eggplant expired on 4/26/2024,15-240-6267,23 hours ago,95
ALT-0468,critical,Product Expired,Grapes expired on 7/8/2024,05-193-8096,3 hours ago,95
ALT-0470,critical,Product Expired,Bread Flour expired on 11/22/2024,93-342-8794,6 hours ago,95
ALT-0472,critical,Product Expired,Halibut expired on 9/13/2024,83-716-2177,11 hours ago,95
ALT-0474,critical,Product Expired,Sourdough Bread expired on 8/5/2024,56-635-6764,20 hours ago,95
ALT-0475,critical,Product Expired,Black Rice expired on 11/3/2024,10-249-7928,10 hours ago,95
ALT-0477,critical,Product Expired,Butter Biscuit expired on 12/28/2024,65-759-3721,18 hours ago,95
ALT-0479,critical,Product Expired,Tilapia expired on 3/15/2024,08-725-8156,8 hours ago,95
ALT-0481,critical,Product Expired,Grapes expired on 2/20/2025,15-679-3935,12 hours ago,95
ALT-0483,critical,Product Expired,Gouda Cheese expired on 4/6/2024,81-578-7404,4 hours ago,95
ALT-0484,critical,Product Expired,Cheese expired on 3/7/2024,82-380-5378,11 hours ago,95
ALT-0485,critical,Product Expired,Lemon expired on 4/10/2024,78-362-8578,19 hours ago,95
ALT-0486,critical,Product Expired,Heavy Cream expired on 7/18/2024,32-261-0008,17 hours ago,95
ALT-0488,critical,Product Expired,White Bread expired on 5/6/2024,74-943-9034,5 hours ago,95
ALT-0490,critical,Product Expired,Arabica Coffee expired on 3/30/2024,86-330-0214,1 hour ago,95
ALT-0491,critical,Product Expired,Grapes expired on 6/22/2024,80-334-0215,17 hours ago,95
ALT-0492,critical,Product Expired,Banana expired on 10/18/2024,48-957-8596,21 hours ago,95
ALT-0494,critical,Product Expired,Broccoli expired on 4/11/2024,37-246-0018,9 hours ago,95
ALT-0496,critical,Product Expired,Green Beans expired on 10/29/2024,17-002-4721,21 hours ago,95
ALT-0498,critical,Product Expired,Cod expired on 6/7/2024,47-802-5023,13 hours ago,95
ALT-0500,critical,Product Expired,White Sugar expired on 6/21/2024,22-319-1377,22 hours ago,95
ALT-0502,critical,Product Expired,Tomato expired on 3/23/2024,57-903-6434,16 hours ago,95
ALT-0504,critical,Product Expired,Long Grain Rice expired on 4/30/2024,22-083-3347,3 hours ago,95
ALT-0505,critical,Product Expired,Long Grain Rice expired on 5/26/2024,65-145-9672,1 hour ago,95
ALT-0506,critical,Product Expired,Carrot expired on 11/9/2024,95-252-9619,3 hours ago,95
ALT-0507,critical,Product Expired,Peanut Oil expired on 11/27/2024,74-294-3760,16 hours ago,95
ALT-0508,critical,Product Expired,Pomegranate expired on 8/16/2024,06-797-4963,9 hours ago,95
ALT-0510,critical,Product Expired,Egg (Turkey) expired on 11/29/2024,39-768-8205,10 hours ago,95
ALT-0512,critical,Product Expired,Strawberries expired on 2/8/2025,03-043-9933,6 hours ago,95
ALT-0514,critical,Product Expired,Zucchini expired on 3/10/2024,29-823-6004,4 hours ago,95
ALT-0515,critical,Product Expired,Trout expired on 11/19/2024,40-462-2952,13 hours ago,95
ALT-0517,critical,Product Expired,Mango expired on 1/29/2025,71-999-2404,16 hours ago,95
ALT-0518,critical,Product Expired,Halibut expired on 7/25/2024,03-919-9890,15 hours ago,95
ALT-0520,critical,Product Expired,Rye Bread expired on 9/17/2024,94-525-6925,15 hours ago,95
ALT-0522,critical,Product Expired,Sour Cream expired on 8/26/2024,08-213-2058,2 hours ago,95
ALT-0523,critical,Product Expired,Cheddar Cheese expired on 4/29/2024,51-312-8608,2 hours ago,95
ALT-0525,critical,Product Expired,Egg (Turkey) expired on 3/22/2024,67-512-9754,1 hour ago,95
ALT-0527,critical,Product Expired,Swiss Cheese expired on 7/14/2024,45-402-0421,6 hours ago,95
ALT-0528,critical,Product Expired,Eggplant expired on 12/10/2024,85-207-4164,3 hours ago,95
ALT-0529,critical,Product Expired,Sunflower Oil expired on 4/17/2024,72-780-6006,13 hours ago,95
ALT-0531,critical,Product Expired,White Tea expired on 1/2/2025,93-166-3169,4 hours ago,95
ALT-0533,critical,Product Expired,Coconut expired on 6/6/2024,21-718-6746,14 hours ago,95
ALT-0534,critical,Product Expired,Pineapple expired on 9/27/2024,93-966-7754,18 hours ago,95
ALT-0536,critical,Product Expired,Basmati Rice expired on 9/14/2024,47-663-5703,23 hours ago,95
ALT-0538,critical,Product Expired,Bell Pepper expired on 6/24/2024,34-110-1040,19 hours ago,95
ALT-0539,critical,Product Expired,Vanilla Biscuit expired on 3/4/2024,82-342-7339,18 hours ago,95
ALT-0541,critical,Product Expired,Orange expired on 10/7/2024,43-670-8544,21 hours ago,95
ALT-0542,critical,Product Expired,Eggplant expired on 5/31/2024,12-439-8428,23 hours ago,95
ALT-0543,critical,Product Expired,Evaporated Milk expired on 10/10/2024,49-919-8798,18 hours ago,95
ALT-0545,critical,Product Expired,Whipped Cream expired on 9/8/2024,73-567-6194,20 hours ago,95
ALT-0547,critical,Product Expired,Sesame Oil expired on 7/18/2024,83-573-4586,23 hours ago,95
ALT-0548,critical,Product Expired,Cream expired on 5/25/2024,12-798-9401,22 hours ago,95
ALT-0550,critical,Product Expired,Coconut Sugar expired on 1/24/2025,02-895-7781,6 hours ago,95
ALT-0551,critical,Product Expired,Asparagus expired on 7/4/2024,83-625-3618,4 hours ago,95
ALT-0552,critical,Product Expired,Wild Rice expired on 12/22/2024,89-181-4523,6 hours ago,95
ALT-0553,critical,Product Expired,Long Grain Rice expired on 10/20/2024,95-354-8583,21 hours ago,95
ALT-0554,critical,Product Expired,Onion expired on 10/5/2024,90-303-1821,8 hours ago,95
ALT-0555,critical,Product Expired,Salmon expired on 10/25/2024,71-631-5875,6 hours ago,95
ALT-0556,critical,Product Expired,Potato expired on 8/19/2024,02-275-6061,3 hours ago,95
ALT-0557,critical,Product Expired,Green Coffee expired on 4/9/2024,04-001-1793,20 hours ago,95
ALT-0558,critical,Product Expired,Powdered Sugar expired on 9/13/2024,47-749-3277,18 hours ago,95
ALT-0560,critical,Product Expired,Cauliflower expired on 6/12/2024,37-666-3902,17 hours ago,95
ALT-0562,critical,Product Expired,Kale expired on 10/4/2024,73-942-0508,1 hour ago,95
ALT-0563,critical,Product Expired,Garlic expired on 12/19/2024,57-359-3397,9 hours ago,95
ALT-0564,critical,Product Expired,Green Tea expired on 4/16/2024,46-436-5351,16 hours ago,95
ALT-0566,critical,Product Expired,Green Tea expired on 11/23/2024,27-881-1177,19 hours ago,95
ALT-0567,critical,Product Expired,Green Tea expired on 11/3/2024,85-237-3505,21 hours ago,95
ALT-0568,critical,Product Expired,Cottage Cheese expired on 12/10/2024,80-371-3695,19 hours ago,95
ALT-0569,critical,Product Expired,Wild Rice expired on 5/2/2024,04-758-0410,10 hours ago,95
ALT-0571,critical,Product Expired,Pear expired on 2/10/2025,65-644-1394,19 hours ago,95
ALT-0573,critical,Product Expired,Peach expired on 8/20/2024,04-293-6969,11 hours ago,95
ALT-0575,critical,Product Expired,Yogurt expired on 10/14/2024,40-997-2786,7 hours ago,95
ALT-0576,critical,Product Expired,Feta Cheese expired on 4/12/2024,91-553-1774,14 hours ago,95
ALT-0577,critical,Product Expired,Sweet Potato expired on 2/10/2025,13-980-8804,16 hours ago,95
ALT-0579,critical,Product Expired,Butter expired on 3/31/2024,19-672-8982,12 hours ago,95
ALT-0581,critical,Product Expired,Coconut Oil expired on 4/21/2024,35-299-0889,11 hours ago,95
ALT-0583,critical,Product Expired,Apple expired on 1/12/2025,17-022-9721,20 hours ago,95
ALT-0584,critical,Product Expired,Mushrooms expired on 9/8/2024,22-849-2551,21 hours ago,95
ALT-0585,critical,Product Expired,Mackerel expired on 2/15/2025,53-050-8242,14 hours ago,95
ALT-0587,critical,Product Expired,Whole Wheat Bread expired on 12/27/2024,88-183-5781,9 hours ago,95
ALT-0589,critical,Product Expired,Sushi Rice expired on 8/31/2024,09-101-1740,13 hours ago,95
ALT-0591,critical,Product Expired,Cod expired on 5/30/2024,98-445-7372,14 hours ago,95
ALT-0592,critical,Product Expired,Papaya expired on 8/22/2024,29-875-6900,23 hours ago,95
ALT-0594,critical,Product Expired,Egg (Goose) expired on 7/4/2024,27-757-4489,4 hours ago,95
ALT-0595,critical,Product Expired,Bread Flour expired on 5/30/2024,51-069-0489,21 hours ago,95
ALT-0597,critical,Product Expired,Coconut expired on 5/21/2024,20-325-1965,3 hours ago,95
ALT-0599,critical,Product Expired,Ricotta Cheese expired on 4/16/2024,76-090-4411,7 hours ago,95
ALT-0600,critical,Product Expired,Raw Sugar expired on 6/21/2024,01-703-8441,11 hours ago,95
ALT-0602,critical,Product Expired,Haddock expired on 6/15/2024,09-622-7119,16 hours ago,95
ALT-0604,critical,Product Expired,Papaya expired on 12/1/2024,45-172-7012,7 hours ago,95
ALT-0605,critical,Product Expired,Sesame Oil expired on 7/15/2024,06-849-4869,10 hours ago,95
ALT-0607,critical,Product Expired,Green Beans expired on 9/7/2024,30-996-2526,16 hours ago,95
ALT-0609,critical,Product Expired,Sourdough Bread expired on 10/17/2024,71-074-6292,23 hours ago,95
ALT-0611,critical,Product Expired,Cottage Cheese expired on 12/7/2024,98-909-9395,9 hours ago,95
ALT-0612,critical,Product Expired,Ricotta Cheese expired on 8/14/2024,61-796-6540,4 hours ago,95
ALT-0614,critical,Product Expired,Robusta Coffee expired on 9/1/2024,41-735-9837,17 hours ago,95
ALT-0616,critical,Product Expired,Tilapia expired on 5/3/2024,60-343-3288,6 hours ago,95
ALT-0617,critical,Product Expired,Feta Cheese expired on 3/16/2024,27-783-5470,18 hours ago,95
ALT-0619,critical,Product Expired,Cheddar Cheese expired on 2/25/2024,60-456-8169,3 hours ago,95
ALT-0621,critical,Product Expired,Butter Biscuit expired on 11/13/2024,99-420-3592,10 hours ago,95
ALT-0622,critical,Product Expired,Ricotta Cheese expired on 1/22/2025,35-836-6718,3 hours ago,95
ALT-0623,critical,Product Expired,Multigrain Bread expired on 6/20/2024,51-273-4240,3 hours ago,95
ALT-0625,critical,Product Expired,Peas expired on 4/17/2024,38-924-3007,22 hours ago,95
ALT-0627,critical,Product Expired,Pomegranate expired on 1/16/2025,52-123-8039,8 hours ago,95
ALT-0629,critical,Product Expired,Yogurt expired on 12/22/2024,34-131-8805,22 hours ago,95
ALT-0631,critical,Product Expired,Watermelon expired on 1/28/2025,28-505-8317,3 hours ago,95
ALT-0632,critical,Product Expired,Egg (Duck) expired on 3/21/2024,41-594-5069,13 hours ago,95
ALT-0633,critical,Product Expired,Sweet Potato expired on 5/8/2024,94-658-4945,21 hours ago,95
ALT-0634,critical,Product Expired,Banana expired on 12/9/2024,69-561-2496,15 hours ago,95
ALT-0635,critical,Product Expired,Swiss Cheese expired on 11/16/2024,98-858-6323,4 hours ago,95
ALT-0637,critical,Product Expired,Cheddar Cheese expired on 3/6/2024,92-995-8689,9 hours ago,95
ALT-0639,critical,Product Expired,Butter expired on 11/23/2024,43-164-5984,16 hours ago,95
ALT-0640,critical,Product Expired,Black Tea expired on 6/12/2024,58-122-2282,2 hours ago,95
ALT-0641,critical,Product Expired,Long Grain Rice expired on 8/2/2024,84-269-9130,4 hours ago,95
ALT-0643,critical,Product Expired,Black Coffee expired on 3/4/2024,11-922-3342,5 hours ago,95
ALT-0645,critical,Product Expired,Haddock expired on 8/24/2024,60-550-4771,23 hours ago,95
ALT-0647,critical,Product Expired,Black Coffee expired on 2/11/2025,88-951-9038,19 hours ago,95
ALT-0649,critical,Product Expired,Anchovies expired on 2/15/2025,08-114-3922,4 hours ago,95
ALT-0650,critical,Product Expired,Lemon expired on 8/6/2024,70-145-2550,11 hours ago,95
ALT-0652,critical,Product Expired,Egg (Goose) expired on 6/22/2024,51-761-6320,6 hours ago,95
ALT-0654,critical,Product Expired,Bread Flour expired on 10/30/2024,55-803-3964,5 hours ago,95
ALT-0655,critical,Product Expired,Parmesan Cheese expired on 8/6/2024,11-815-7923,19 hours ago,95
ALT-0656,critical,Product Expired,Mackerel expired on 9/20/2024,83-966-3280,2 hours ago,95
ALT-0657,critical,Product Expired,Arborio Rice expired on 9/22/2024,29-592-7315,10 hours ago,95
ALT-0658,critical,Product Expired,Whole Wheat Bread expired on 6/3/2024,65-235-7676,3 hours ago,95
ALT-0660,critical,Product Expired,White Sugar expired on 5/23/2024,40-683-0283,7 hours ago,95
ALT-0662,critical,Product Expired,Buttermilk expired on 1/28/2025,83-553-9523,15 hours ago,95
ALT-0663,critical,Product Expired,Sour Cream expired on 5/19/2024,40-793-7235,16 hours ago,95
ALT-0664,critical,Product Expired,Tuna expired on 5/4/2024,74-666-5671,9 hours ago,95
ALT-0665,critical,Product Expired,Powdered Sugar expired on 7/9/2024,90-865-9150,2 hours ago,95
ALT-0667,critical,Product Expired,Tilapia expired on 7/11/2024,46-255-3073,22 hours ago,95
ALT-0668,critical,Product Expired,Arabica Coffee expired on 12/26/2024,11-155-7826,11 hours ago,95
ALT-0670,critical,Product Expired,Lemon expired on 7/29/2024,99-543-5039,3 hours ago,95
ALT-0671,critical,Product Expired,Rice Flour expired on 9/25/2024,99-033-5661,22 hours ago,95
ALT-0672,critical,Product Expired,Lemon expired on 4/15/2024,28-608-0039,9 hours ago,95
ALT-0673,critical,Product Expired,Broccoli expired on 7/13/2024,35-529-2933,2 hours ago,95
ALT-0675,critical,Product Expired,Egg (Duck) expired on 8/2/2024,83-321-7887,8 hours ago,95
ALT-0677,critical,Product Expired,Plum expired on 7/19/2024,43-910-2342,16 hours ago,95
ALT-0679,critical,Product Expired,Coconut Sugar expired on 5/26/2024,21-633-8696,16 hours ago,95
ALT-0681,critical,Product Expired,Pomegranate expired on 7/31/2024,76-401-7083,15 hours ago,95
ALT-0683,critical,Product Expired,Raw Sugar expired on 12/24/2024,92-551-8504,17 hours ago,95
ALT-0684,critical,Product Expired,Eggplant expired on 1/9/2025,76-264-0748,1 hour ago,95
ALT-0685,critical,Product Expired,Grapes expired on 2/9/2025,88-586-8797,15 hours ago,95
ALT-0687,critical,Product Expired,Watermelon expired on 10/23/2024,21-993-5632,20 hours ago,95
ALT-0688,critical,Product Expired,Anchovies expired on 12/7/2024,27-681-5588,20 hours ago,95
ALT-0689,critical,Product Expired,Yogurt expired on 10/25/2024,23-265-8144,22 hours ago,95
ALT-0691,critical,Product Expired,Whipped Cream expired on 1/30/2025,26-134-9069,17 hours ago,95
ALT-0693,critical,Product Expired,Egg (Quail) expired on 5/15/2024,76-623-7844,21 hours ago,95
ALT-0694,critical,Product Expired,Chocolate Biscuit expired on 7/19/2024,88-977-0175,6 hours ago,95
ALT-0695,critical,Product Expired,Ricotta Cheese expired on 4/25/2024,12-714-5135,12 hours ago,95
ALT-0696,critical,Product Expired,Vegetable Oil expired on 10/2/2024,43-153-8268,20 hours ago,95
ALT-0697,critical,Product Expired,Heavy Cream expired on 1/21/2025,95-130-9020,8 hours ago,95
ALT-0699,critical,Product Expired,Cottage Cheese expired on 4/5/2024,82-678-8097,3 hours ago,95
ALT-0701,critical,Product Expired,Corn Oil expired on 10/27/2024,21-693-8216,15 hours ago,95
ALT-0702,critical,Product Expired,Salmon expired on 8/14/2024,56-831-6199,19 hours ago,95
ALT-0703,critical,Product Expired,Mackerel expired on 6/14/2024,81-268-5905,14 hours ago,95
ALT-0704,critical,Product Expired,Cheese expired on 2/6/2025,41-237-5498,9 hours ago,95
ALT-0706,critical,Product Expired,Green Tea expired on 5/15/2024,32-987-5559,3 hours ago,95
ALT-0708,critical,Product Expired,Cauliflower expired on 6/25/2024,71-436-5841,21 hours ago,95
ALT-0709,critical,Product Expired,Oatmeal Biscuit expired on 10/9/2024,63-890-1246,21 hours ago,95
ALT-0710,critical,Product Expired,Egg (Turkey) expired on 10/7/2024,65-368-2479,8 hours ago,95
ALT-0711,critical,Product Expired,Vanilla Biscuit expired on 11/1/2024,74-562-7431,19 hours ago,95
ALT-0713,critical,Product Expired,Digestive Biscuit expired on 2/18/2025,51-583-6029,17 hours ago,95
ALT-0714,critical,Product Expired,Evaporated Milk expired on 6/10/2024,06-996-3221,2 hours ago,95
ALT-0715,critical,Product Expired,White Tea expired on 11/19/2024,96-334-2593,11 hours ago,95
ALT-0716,critical,Product Expired,Avocado Oil expired on 6/4/2024,58-219-0241,20 hours ago,95
ALT-0717,critical,Product Expired,Egg (Goose) expired on 2/13/2025,87-272-6544,12 hours ago,95
ALT-0718,critical,Product Expired,Arborio Rice expired on 5/20/2024,95-357-2870,9 hours ago,95
ALT-0719,critical,Product Expired,Cauliflower expired on 1/20/2025,88-401-3700,21 hours ago,95
ALT-0720,critical,Product Expired,Almond Flour expired on 2/8/2025,72-404-5581,21 hours ago,95
ALT-0722,critical,Product Expired,Watermelon expired on 3/22/2024,11-766-8738,3 hours ago,95
ALT-0724,critical,Product Expired,Rye Bread expired on 5/29/2024,15-796-3130,13 hours ago,95
ALT-0725,critical,Product Expired,Onion expired on 3/23/2024,73-751-4393,18 hours ago,95
