shipment_id,product_id,product_name,quantity,supplier,expected_date,status,priority
SHP-00293,51-583-6029,Digestive Biscuit,91,Kanoodle,2025-12-29,processing,high
SHP-00304,36-296-9609,Sunflower Oil,14,Photofeed,2025-12-29,processing,high
SHP-00306,06-858-5680,Sesame Oil,57,Miboo,2025-12-29,processing,high
SHP-00315,40-003-7322,White Sugar,79,Wordtune,2025-12-29,processing,high
SHP-00323,14-489-8669,All-Purpose Flour,68,Wikibox,2025-12-29,processing,high
SHP-00326,77-777-4536,Basmati Rice,46,Skidoo,2025-12-29,processing,high
SHP-00330,10-218-2680,Egg (Turkey),57,Quinu,2025-12-29,processing,high
SHP-00339,45-194-4094,Plum,69,Devcast,2025-12-29,processing,high
SHP-00340,56-213-0577,Papaya,52,Kwinu,2025-12-29,processing,high
SHP-00342,76-476-9996,Chocolate Biscuit,82,Photobean,2025-12-29,processing,high
SHP-00344,37-567-3218,Almond Flour,34,Trilia,2025-12-29,processing,high
SHP-00345,92-455-2959,Robusta Coffee,57,Katz,2025-12-29,processing,high
SHP-00368,52-029-2382,Coconut Oil,69,Brightdog,2025-12-29,processing,high
SHP-00371,06-068-6793,Buttermilk,68,Twitterbeat,2025-12-29,processing,high
SHP-00382,58-229-1358,Cream,2,Bubblebox,2025-12-29,processing,high
SHP-00385,93-571-7294,Sushi Rice,7,Quire,2025-12-29,processing,high
SHP-00394,81-573-0943,Egg (Chicken),2,Topiclounge,2025-12-29,processing,high
SHP-00412,42-175-1648,Pomegranate,15,Browsetype,2025-12-29,processing,high
SHP-00415,84-151-2114,Brown Rice,54,Avamm,2025-12-29,processing,high
SHP-00428,92-837-8839,Vegetable Oil,32,Yoveo,2025-12-29,processing,high
SHP-00430,37-064-7275,Robusta Coffee,45,Skiptube,2025-12-29,processing,high
SHP-00439,86-978-6666,Whole Wheat Flour,28,Dabjam,2025-12-29,processing,high
SHP-00441,45-634-0679,Haddock,34,Rhybox,2025-12-29,processing,high
SHP-00448,34-369-7712,Apricot,40,Fivebridge,2025-12-29,processing,high
SHP-00451,77-959-1018,Lettuce,65,Gigabox,2025-12-29,processing,high
SHP-00452,57-101-0060,Whole Wheat Flour,86,Topicstorm,2025-12-29,processing,high
SHP-00454,65-854-9364,Black Rice,96,BlogXS,2025-12-29,processing,high
SHP-00458,01-026-2772,Blueberries,47,Buzzbean,2025-12-29,processing,high
SHP-00466,17-274-6898,Whole Wheat Bread,92,Photobug,2025-12-29,processing,high
SHP-00467,79-569-8856,Vegetable Oil,86,Digitube,2025-12-29,processing,high
SHP-00484,68-973-8812,Sweet Potato,45,Yodo,2025-12-29,processing,high
SHP-00488,77-937-1108,White Sugar,21,Twimm,2025-12-29,processing,high
SHP-00489,47-221-2470,Pomegranate,44,Teklist,2025-12-29,processing,high
SHP-00499,13-673-7016,Peach,57,Youfeed,2025-12-29,processing,high
SHP-00512,19-377-5021,Mackerel,90,Skynoodle,2025-12-29,processing,high
SHP-00515,40-630-1431,Cherry,21,Voomm,2025-12-29,processing,high
SHP-00525,91-426-3204,Haddock,4,Geba,2025-12-29,processing,high
SHP-00538,25-522-6043,Gouda Cheese,75,Kazu,2025-12-29,processing,high
SHP-00546,21-809-7115,White Rice,50,Tagcat,2025-12-29,processing,high
SHP-00547,04-637-8815,Apricot,62,Zoonder,2025-12-29,processing,high
SHP-00552,85-806-8672,Black Tea,87,Kare,2025-12-29,processing,high
SHP-00553,54-281-3746,Green Beans,52,Viva,2025-12-29,processing,high
SHP-00556,23-395-3157,Vegetable Oil,50,Tagtune,2025-12-29,processing,high
SHP-00557,46-083-7058,Haddock,40,Devshare,2025-12-29,processing,high
SHP-00564,63-168-6018,Cucumber,81,Bubblemix,2025-12-29,processing,high
SHP-00005,39-629-5554,Egg (Goose),17,Muxo,2025-12-30,processing,high
SHP-00014,48-414-6162,Arabica Coffee,84,Skivee,2025-12-30,processing,high
SHP-00019,02-508-3777,Egg (Quail),81,Realpoint,2025-12-30,processing,normal
SHP-00020,79-741-0770,Mushrooms,39,Photospace,2025-12-30,processing,high
SHP-00021,16-499-5059,Pear,5,Centizu,2025-12-30,processing,normal
SHP-00024,04-240-2226,Olive Oil,73,Kamba,2025-12-30,processing,high
SHP-00027,26-161-6692,Zucchini,26,Kare,2025-12-30,processing,high
SHP-00036,40-751-8635,Pineapple,84,Yamia,2025-12-30,processing,high
SHP-00040,69-468-5468,Sourdough Bread,6,Vinte,2025-12-30,processing,high
SHP-00048,07-970-9352,Bell Pepper,72,Tagtune,2025-12-30,processing,normal
SHP-00056,20-022-3173,Bread Flour,65,Mydeo,2025-12-30,processing,high
SHP-00058,14-305-5348,Cheese,2,Shuffledrive,2025-12-30,processing,high
SHP-00063,67-710-5120,Bread Flour,18,Skynoodle,2025-12-30,processing,high
SHP-00065,55-522-8242,Whipped Cream,40,Feedbug,2025-12-30,processing,high
SHP-00077,15-907-3681,Plum,21,Brainsphere,2025-12-30,processing,high
SHP-00078,75-029-9003,Sourdough Bread,86,Eadel,2025-12-30,processing,high
SHP-00084,87-791-5803,Tuna,96,Meemm,2025-12-30,processing,high
SHP-00098,83-917-7384,Garlic,20,Tavu,2025-12-30,processing,high
SHP-00099,26-031-8070,Vegetable Oil,23,Trudeo,2025-12-30,processing,high
SHP-00104,80-374-5711,Herbal Tea,81,Browsecat,2025-12-30,processing,high
SHP-00106,30-429-2162,Black Rice,76,Npath,2025-12-30,processing,high
SHP-00112,46-931-6897,Cream,26,Meevee,2025-12-30,processing,high
SHP-00121,14-681-7035,White Tea,57,Voolith,2025-12-30,processing,high
SHP-00137,65-282-0419,White Tea,91,Feedbug,2025-12-30,processing,high
SHP-00142,15-762-1058,Lime,91,Tazz,2025-12-30,processing,high
SHP-00143,48-193-1199,Canola Oil,92,Omba,2025-12-30,processing,high
SHP-00150,16-354-8122,Digestive Biscuit,96,BlogXS,2025-12-30,processing,high
SHP-00155,99-561-4871,Haddock,93,Buzzdog,2025-12-30,processing,high
SHP-00159,69-287-9113,Zucchini,24,Jaxspan,2025-12-30,processing,high
SHP-00172,61-801-8665,Robusta Coffee,17,Demivee,2025-12-30,processing,high
SHP-00177,57-861-4379,Swiss Cheese,51,Feedmix,2025-12-30,processing,normal
SHP-00178,00-119-8780,Halibut,78,Jaxspan,2025-12-30,processing,high
SHP-00181,41-538-3129,Digestive Biscuit,65,Devshare,2025-12-30,processing,high
SHP-00183,39-315-3936,Heavy Cream,72,Yata,2025-12-30,processing,high
SHP-00193,93-342-8794,Bread Flour,86,Realblab,2025-12-30,processing,high
SHP-00200,81-578-7404,Gouda Cheese,98,Rhyloo,2025-12-30,processing,high
SHP-00205,47-802-5023,Cod,45,Buzzster,2025-12-30,processing,high
SHP-00209,39-768-8205,Egg (Turkey),29,Gigabox,2025-12-30,processing,high
SHP-00211,29-823-6004,Zucchini,87,Trudeo,2025-12-30,processing,high
SHP-00212,71-999-2404,Mango,28,Meezzy,2025-12-30,processing,high
SHP-00217,93-166-3169,White Tea,66,Viva,2025-12-30,processing,high
SHP-00219,47-663-5703,Basmati Rice,40,Kanoodle,2025-12-30,processing,high
SHP-00220,34-110-1040,Bell Pepper,27,Leenti,2025-12-30,processing,high
SHP-00224,83-573-4586,Sesame Oil,82,Thoughtbeat,2025-12-30,processing,high
SHP-00233,40-997-2786,Yogurt,41,Browsecat,2025-12-30,processing,high
SHP-00238,17-022-9721,Apple,99,Chatterpoint,2025-12-30,processing,high
SHP-00245,76-090-4411,Ricotta Cheese,18,Shufflester,2025-12-30,processing,high
SHP-00254,60-456-8169,Cheddar Cheese,72,Oyoba,2025-12-30,processing,high
SHP-00257,52-123-8039,Pomegranate,66,Browsebug,2025-12-30,processing,high
SHP-00269,55-803-3964,Bread Flour,36,Demizz,2025-12-30,processing,high
SHP-00275,35-529-2933,Broccoli,18,Jabbersphere,2025-12-30,processing,normal
SHP-00279,76-401-7083,Pomegranate,87,Meeveo,2025-12-30,processing,high
SHP-00285,76-623-7844,Egg (Quail),88,Vinte,2025-12-30,processing,high
SHP-00294,96-334-2593,White Tea,58,Rhycero,2025-12-30,processing,normal
SHP-00295,58-219-0241,Avocado Oil,81,Twitterwire,2025-12-30,processing,normal
SHP-00297,11-766-8738,Watermelon,43,Jabbersphere,2025-12-30,processing,high
SHP-00298,15-796-3130,Rye Bread,78,Kwilith,2025-12-30,processing,high
SHP-00300,33-440-2588,Bell Pepper,43,Tagpad,2025-12-30,processing,normal
SHP-00301,74-430-8245,Peach,77,Ainyx,2025-12-30,processing,high
SHP-00302,68-636-4774,Carrot,77,Gevee,2025-12-30,processing,high
SHP-00309,34-291-4939,Digestive Biscuit,27,Eimbee,2025-12-30,processing,high
SHP-00317,50-942-2409,Peas,68,Meedoo,2025-12-30,processing,high
SHP-00333,31-608-1445,Papaya,29,Ntag,2025-12-30,processing,normal
SHP-00334,51-934-9117,Sardines,4,Linklinks,2025-12-30,processing,high
SHP-00338,47-843-8207,Cauliflower,26,Cogilith,2025-12-30,processing,high
SHP-00343,15-169-8058,Bread Flour,28,Feedfire,2025-12-30,processing,high
SHP-00346,65-527-9488,Grapes,39,Layo,2025-12-30,processing,high
SHP-00347,07-389-5740,Egg (Quail),69,Skimia,2025-12-30,processing,high
SHP-00353,15-562-3712,Cauliflower,15,Yakitri,2025-12-30,processing,high
SHP-00370,73-010-8323,Tuna,89,Tagcat,2025-12-30,processing,high
SHP-00373,95-449-1286,Egg (Chicken),70,Realfire,2025-12-30,processing,high
SHP-00397,98-499-2220,Parmesan Cheese,45,Skidoo,2025-12-30,processing,normal
SHP-00409,69-834-2874,Oatmeal Biscuit,81,Skajo,2025-12-30,processing,high
SHP-00410,27-474-0056,Spinach,40,Feedfish,2025-12-30,processing,normal
SHP-00413,56-657-4387,White Bread,45,Meevee,2025-12-30,processing,high
SHP-00418,19-021-5024,Broccoli,86,Rhyzio,2025-12-30,processing,high
SHP-00419,07-846-4804,Jasmine Rice,73,Tagcat,2025-12-30,processing,high
SHP-00420,52-797-6961,Tilapia,88,Plajo,2025-12-30,processing,high
SHP-00422,03-940-0630,Sunflower Oil,75,Skibox,2025-12-30,processing,high
SHP-00425,00-842-9790,Egg (Goose),4,Oba,2025-12-30,processing,high
SHP-00431,43-193-9915,Mozzarella Cheese,6,Roodel,2025-12-30,processing,high
SHP-00433,07-679-1199,Onion,61,Wikizz,2025-12-30,processing,high
SHP-00434,36-383-3677,Corn Oil,23,Centizu,2025-12-30,processing,high
SHP-00440,84-624-0201,Bread Flour,30,Skaboo,2025-12-30,processing,high
SHP-00444,73-117-6105,Brown Rice,77,Skipfire,2025-12-30,processing,high
SHP-00449,47-441-7682,Digestive Biscuit,24,Vimbo,2025-12-30,processing,high
SHP-00455,60-747-8704,Papaya,71,Twitterwire,2025-12-30,processing,high
SHP-00475,60-327-4114,Egg (Turkey),23,Katz,2025-12-30,processing,normal
SHP-00476,13-409-9040,White Tea,42,Jazzy,2025-12-30,processing,normal
SHP-00477,75-927-9108,Cabbage,17,Topdrive,2025-12-30,processing,high
SHP-00483,15-905-7750,Apricot,52,Skinix,2025-12-30,processing,high
SHP-00485,28-986-8001,Pomegranate,4,Kwideo,2025-12-30,processing,high
SHP-00487,44-480-9446,Sunflower Oil,13,Aibox,2025-12-30,processing,normal
SHP-00494,26-456-1992,Tilapia,87,Geba,2025-12-30,processing,high
SHP-00497,00-366-9496,Grapes,28,Kimia,2025-12-30,processing,high
SHP-00504,65-867-4029,Peach,50,Livepath,2025-12-30,processing,high
SHP-00505,24-478-8277,Multigrain Bread,40,Bubblebox,2025-12-30,processing,normal
SHP-00506,20-031-0532,Mango,92,Oyoloo,2025-12-30,processing,high
SHP-00519,49-579-4325,Ricotta Cheese,62,Eadel,2025-12-30,processing,high
SHP-00524,89-335-0155,Brown Rice,47,Fivebridge,2025-12-30,processing,high
SHP-00532,12-342-4482,Trout,90,Topicblab,2025-12-30,processing,high
SHP-00539,63-918-8253,Mango,23,Devpulse,2025-12-30,processing,high
SHP-00544,79-350-5841,Jasmine Rice,89,Gabvine,2025-12-30,processing,high
SHP-00545,48-789-9187,Peach,95,Browsetype,2025-12-30,processing,high
SHP-00554,35-257-9312,Parmesan Cheese,48,Photospace,2025-12-30,processing,high
SHP-00559,79-494-2472,Green Beans,18,Kanoodle,2025-12-30,processing,high
SHP-00566,89-673-1543,Digestive Biscuit,1,Lajo,2025-12-30,processing,high
SHP-00569,87-903-3486,Peanut Oil,39,Twitterbeat,2025-12-30,processing,high
SHP-00570,34-709-9237,Carrot,99,Gigaclub,2025-12-30,processing,high
SHP-00586,86-692-2312,Avocado Oil,52,Dazzlesphere,2025-12-30,processing,high
SHP-00037,02-920-4829,White Bread,84,Skyble,2025-12-31,processing,normal
SHP-00068,35-835-5591,Tilapia,73,Fiveclub,2025-12-31,processing,normal
SHP-00090,58-063-8633,Bell Pepper,88,Skimia,2025-12-31,processing,normal
SHP-00101,53-680-5293,Cheddar Cheese,97,Demizz,2025-12-31,processing,normal
SHP-00118,01-144-5960,Trout,99,Zazio,2025-12-31,processing,normal
SHP-00165,76-459-2392,Palm Oil,67,Fivebridge,2025-12-31,processing,normal
SHP-00167,24-972-6969,Cheese,32,Twitterbeat,2025-12-31,processing,normal
SHP-00196,10-249-7928,Black Rice,75,Voomm,2025-12-31,processing,normal
SHP-00243,51-069-0489,Bread Flour,50,Oloo,2025-12-31,processing,normal
SHP-00327,03-061-1344,Trout,76,Izio,2025-12-31,processing,normal
SHP-00393,47-581-0363,Parmesan Cheese,88,Tagpad,2025-12-31,processing,normal
SHP-00398,50-930-4751,Salmon,29,Abata,2025-12-31,processing,normal
SHP-00404,01-820-5784,Egg (Duck),77,Skipfire,2025-12-31,processing,normal
SHP-00416,53-930-2215,Egg (Goose),32,Gabvine,2025-12-31,processing,normal
SHP-00514,46-911-1159,Onion,100,Voolia,2025-12-31,processing,normal
SHP-00521,84-546-7624,Cherry,100,Gigazoom,2025-12-31,processing,normal
SHP-00549,67-382-4435,Green Beans,74,Fivespan,2025-12-31,processing,normal
SHP-00560,96-961-2193,Jasmine Rice,11,Babbleset,2025-12-31,processing,normal
SHP-00015,76-854-0095,White Sugar,82,Mydeo,2026-01-01,processing,normal
SHP-00070,50-364-5828,Coconut,92,Mydo,2026-01-01,processing,normal
SHP-00081,84-075-7647,Canola Oil,58,Mydeo,2026-01-01,processing,normal
SHP-00126,47-554-5780,Haddock,65,Babbleopia,2026-01-01,processing,normal
SHP-00314,33-507-9886,Pineapple,16,Quinu,2026-01-01,processing,normal
SHP-00329,02-888-9412,Cauliflower,69,Photobug,2026-01-01,processing,normal
SHP-00352,80-227-6886,Garlic,31,Layo,2026-01-01,processing,normal
SHP-00354,10-137-9759,Watermelon,17,Trupe,2026-01-01,processing,normal
SHP-00367,74-132-5528,Cauliflower,98,Vinder,2026-01-01,processing,normal
SHP-00424,85-510-2915,White Bread,38,Mybuzz,2026-01-01,processing,normal
SHP-00465,82-711-0772,Egg (Goose),52,Skyble,2026-01-01,processing,normal
SHP-00473,77-377-1659,Almond Flour,91,Thoughtblab,2026-01-01,processing,normal
SHP-00518,19-610-2236,Whole Wheat Bread,9,Mybuzz,2026-01-01,processing,normal
SHP-00528,15-846-7959,Zucchini,11,Vidoo,2026-01-01,processing,normal
SHP-00102,49-861-7823,Coconut,27,Skippad,2026-01-02,processing,normal
SHP-00122,96-503-7712,White Bread,82,Twitterbridge,2026-01-02,processing,normal
SHP-00235,13-980-8804,Sweet Potato,32,Photospace,2026-01-02,processing,normal
SHP-00260,41-594-5069,Egg (Duck),41,Blogtags,2026-01-02,processing,normal
SHP-00286,88-977-0175,Chocolate Biscuit,26,Yodo,2026-01-02,processing,normal
SHP-00287,43-153-8268,Vegetable Oil,19,Abata,2026-01-02,processing,normal
SHP-00305,56-894-3733,Yogurt,13,Skinte,2026-01-02,processing,normal
SHP-00395,41-526-4036,Whipped Cream,87,Flashset,2026-01-02,processing,normal
SHP-00405,61-317-9944,White Bread,71,Skivee,2026-01-02,processing,normal
SHP-00408,02-559-8196,Mango,49,Jaxnation,2026-01-02,processing,normal
SHP-00426,49-377-9731,Lime,68,Livefish,2026-01-02,processing,normal
SHP-00438,56-875-3717,Brown Rice,15,Youtags,2026-01-02,processing,normal
SHP-00478,30-806-3823,Jasmine Rice,3,Topicware,2026-01-02,processing,normal
SHP-00492,61-680-9496,Apple,17,Wikido,2026-01-02,processing,normal
SHP-00542,77-827-0820,Sesame Oil,8,Youopia,2026-01-02,processing,normal
SHP-00543,27-387-0428,Halibut,68,Camido,2026-01-02,processing,normal
SHP-00573,98-148-0940,Egg (Chicken),18,Babblestorm,2026-01-02,processing,normal
SHP-00064,49-891-4927,Cottage Cheese,1,Midel,2026-01-03,processing,normal
SHP-00141,77-013-1553,Canola Oil,66,Yodo,2026-01-03,processing,normal
SHP-00149,48-461-3742,Kiwi,50,Zooveo,2026-01-03,processing,normal
SHP-00176,98-575-4736,Cucumber,15,Flashset,2026-01-03,processing,normal
SHP-00283,23-265-8144,Yogurt,56,Jaxnation,2026-01-03,processing,normal
SHP-00316,95-090-2788,Sesame Oil,58,Dabtype,2026-01-03,processing,normal
SHP-00336,53-146-9979,Powdered Sugar,27,Skidoo,2026-01-03,processing,normal
SHP-00474,99-961-0767,Heavy Cream,30,Tambee,2026-01-03,processing,normal
SHP-00009,11-073-0189,Plum,76,Voomm,2026-01-04,processing,normal
SHP-00035,91-105-7317,Orange,71,Devshare,2026-01-04,processing,normal
SHP-00222,12-439-8428,Eggplant,33,Ainyx,2026-01-04,processing,normal
SHP-00234,91-553-1774,Feta Cheese,80,Demivee,2026-01-04,processing,normal
SHP-00246,01-703-8441,Raw Sugar,89,Cogilith,2026-01-04,processing,normal
SHP-00296,88-401-3700,Cauliflower,24,Jabberstorm,2026-01-04,processing,normal
SHP-00388,90-128-7973,Black Rice,7,Shuffletag,2026-01-04,processing,normal
SHP-00496,38-617-7226,Mushrooms,62,Bluezoom,2026-01-04,processing,normal
SHP-00523,03-597-9488,Buttermilk,74,Wordpedia,2026-01-04,processing,normal
SHP-00537,98-652-9569,Butter Biscuit,23,Ooba,2026-01-04,processing,normal
SHP-00555,63-897-8088,Zucchini,33,Skibox,2026-01-04,processing,normal
SHP-00011,39-449-0772,Feta Cheese,15,Youfeed,2026-01-05,processing,normal
SHP-00072,87-698-0944,Banana,59,Vinder,2026-01-05,processing,normal
SHP-00075,97-772-2336,Pineapple,69,Rooxo,2026-01-05,processing,normal
SHP-00135,68-734-1585,Greek Yogurt,11,Meeveo,2026-01-05,processing,normal
SHP-00227,89-181-4523,Wild Rice,64,Devbug,2026-01-05,processing,normal
SHP-00318,11-604-6002,Canola Oil,27,Kimia,2026-01-05,processing,normal
SHP-00351,01-018-6418,Chocolate Biscuit,100,Chatterbridge,2026-01-05,processing,normal
SHP-00406,86-672-4191,Egg (Goose),61,Einti,2026-01-05,processing,normal
SHP-00435,42-907-6946,Coconut Oil,6,Bluejam,2026-01-05,processing,normal
SHP-00530,03-833-3577,Cucumber,25,Kanoodle,2026-01-05,processing,normal
SHP-00025,79-136-9840,Herbal Tea,75,Pixonyx,2026-01-06,processing,normal
SHP-00039,68-761-6907,Zucchini,62,Brainverse,2026-01-06,processing,normal
SHP-00131,30-832-5429,Multigrain Bread,46,Topicshots,2026-01-06,processing,normal
SHP-00148,56-191-6497,Bread Flour,68,Bubblebox,2026-01-06,processing,normal
SHP-00274,99-033-5661,Rice Flour,21,Zava,2026-01-06,processing,normal
SHP-00281,76-264-0748,Eggplant,63,Roombo,2026-01-06,processing,normal
SHP-00290,81-268-5905,Mackerel,36,Kazio,2026-01-06,processing,normal
SHP-00341,78-956-4737,Sushi Rice,60,Photobug,2026-01-06,processing,normal
SHP-00381,01-839-6534,Short Grain Rice,76,Tanoodle,2026-01-06,processing,normal
SHP-00450,32-676-1026,Salmon,12,Buzzshare,2026-01-06,processing,normal
SHP-00534,64-109-7362,Anchovies,96,Voolia,2026-01-06,processing,normal
SHP-00571,13-962-6263,Sweet Potato,28,Trupe,2026-01-06,processing,normal
SHP-00034,46-520-1819,Short Grain Rice,78,Katz,2026-01-07,processing,normal
SHP-00225,12-798-9401,Cream,77,Thoughtblab,2026-01-07,processing,normal
SHP-00355,10-445-0741,Anchovies,39,Mybuzz,2026-01-07,processing,normal
SHP-00366,17-395-1121,Plum,74,Lajo,2026-01-07,processing,normal
SHP-00463,86-257-4613,Jasmine Rice,60,Kwilith,2026-01-07,processing,normal
SHP-00470,13-888-0149,Lime,65,Shufflebeat,2026-01-07,processing,normal
SHP-00495,62-998-7250,Evaporated Milk,10,Photobug,2026-01-07,processing,normal
SHP-00010,22-621-2774,Strawberries,16,Babblestorm,2026-01-08,processing,normal
SHP-00050,06-336-5482,Sardines,15,Voolia,2026-01-08,processing,normal
SHP-00151,76-954-1442,Arabica Coffee,99,Mynte,2026-01-08,processing,normal
SHP-00263,84-269-9130,Long Grain Rice,80,Flashspan,2026-01-08,processing,normal
SHP-00387,66-854-5736,Kiwi,11,Vitz,2026-01-08,processing,normal
SHP-00427,96-682-8546,Egg (Chicken),24,Kaymbo,2026-01-08,processing,normal
SHP-00437,08-637-9335,Lettuce,14,Meemm,2026-01-08,processing,normal
SHP-00447,31-255-9616,Tuna,9,Centimia,2026-01-08,processing,normal
SHP-00482,41-131-3841,Almond Flour,31,Camido,2026-01-08,processing,normal
SHP-00577,70-005-5970,Apple,80,Skaboo,2026-01-08,processing,normal
